ID,STATE,PROPERTYNAME,CITY,INCOME_REPORTED_PCT,MEDIAN_INC,UNITS_INC_0_5K_PCT,UNITS_INC_5K_10K_PCT,UNITS_INC_10K_15K_PCT,UNITS_INC_15_20K_PCT,UNITS_INC_GRT_20K_PCT
37036,MI,PARK SQUARE APARTMENTS,DETROIT,86.8,600,63.6,-4,-4,-4,0
25058,MI,PARK TERRACE (MUSKEGON),MUSKEGON,98.6,25475,0,-4,-4,-4,87.1
24312,MI,PARK TERRACE I (WILLIAMSTON),WILLIAMSTON,100,13409.5,-4,-4,35.4,22.9,-4
38146,MI,PARKSIDE APARTMENTS,COLEMAN,92.1,11667,-4,31.4,40,-4,-4
36990,MI,PARKVIEW APARTMENTS (NILES),NILES,85.3,14957,-4,-4,25,-4,39.1
29588,MI,PARKVIEW PLACE (DETROIT),DETROIT,92.9,12868,-4,35,16.9,-4,29
22536,MI,PARKVIEW TOWER / SQUARE,DETROIT,99.1,10824,8.4,35.4,25.8,12.8,17.7
35786,MI,PARKWAY MEADOWS,ANN ARBOR,98.8,9669,15.5,37.9,19.5,8.5,18.7
18074,MI,PARKWOOD MANOR I,VAN BUREN TWP,99.5,25608,6.6,10.2,11.7,10.7,60.9
36314,MI,PARKWOOD MANOR II,VAN BUREN TWP,99,9543,36.4,25.3,-4,-4,19.2
37042,MI,PARTNERSHIP PARK I,JACKSON,100,27050,0,0,0,-4,-4
3787,MI,PATTERSON CROSSING,FRANKFORT,94.9,15181,-4,-4,-4,29.7,-4
19846,MI,PAULINE APARTMENTS,ANN ARBOR,100,10920,-4,-4,-4,-4,-4
8684,MI,PEAR STREET APARTMENTS,ANN ARBOR,94.7,9522,-4,-4,-4,-4,-4
37047,MI,PEBBLE CREEK PLACE,SOUTHFIELD,98.4,27280,-4,-4,10.4,12.4,70.9
523,MI,PEBBLESTONE MANOR,CLARE,96.2,14460,-4,-4,-4,-4,-4
6749,MI,PENN AVENUE APARTMENTS,LANSING,100,12000,-4,-4,-4,-4,-4
29584,MI,PENROSE VILLAGE,DETROIT,94.4,19031.5,-4,-4,-4,-4,44.1
40724,MI,PENROSE VILLAGE II,DETROIT,100,13771,-4,-4,-4,-4,-4
3842,MI,PEOPLE UNITED AS ONE PLAZA,DETROIT,100,11085.5,-4,41.7,-4,-4,-4
28691,MI,PERRY ACRES APARTMENTS,NEW HAVEN,100,9420,-4,-4,-4,-4,-4
18069,MI,PERRY SQUARE,MELVINDALE,100,18267.5,0,-4,-4,-4,-4
3883,MI,PETERBORO PLACE,DETROIT,98.6,9420,23.2,53.6,-4,-4,-4
30576,MI,PETOSKEY PLACE,DETROIT,80.6,18812,-4,-4,-4,-4,48
40776,MI,PHEASANT RIDGE,KENTWOOD,98.8,19546,-4,21.3,15.2,-4,49.4
29577,MI,PHELPS SQUARE,ISHPEMING,95.8,9660,-4,-4,-4,-4,-4
2003,MI,PHILLIP C. DEAN APARTMENTS,LANSING,89.6,18726,-4,-4,-4,-4,48.8
19840,MI,PHOENIX PLACE APARTMENTS,PONTIAC,99,9660,24.2,38.4,24.2,-4,-4
25568,MI,PILGRIM MEADOWS,DETROIT,96.4,15048,0,-4,-4,-4,-4
26986,MI,PILGRIM VILLAGE MANOR APARTMENTS I,DETROIT,100,17515,-4,-4,-4,-4,-4
8743,MI,PINCONNING SENIOR,PINCONNING,100,14660,0,-4,-4,-4,-4
33897,MI,PINE COVE APARTMENTS (FKA CARPENTER ST.),CHARLEVOIX,96.2,14964,-4,-4,23.5,-4,35.3
18126,MI,PINE COVE APARTMENTS (FKA CHARLEVOIX APT,CHARLEVOIX,100,14103,-4,-4,-4,-4,37.5
38192,MI,PINE GROVE APARTMENTS,KINGSFORD,100,11878.5,-4,-4,-4,-4,-4
22435,MI,PINE LAKE APARTMENTS,WATERFORD TWP,96.8,17572,-4,26.4,12.1,-4,44
18847,MI,PINE MANOR,GREENVILLE,100,15105,0,-4,36.7,36.7,-4
8739,MI,PINE MEADOWS  (EDMORE),EDMORE,100,10966,0,-4,58.3,-4,0
19894,MI,PINE OAK,WYOMING,96,18681,-4,-4,19,29.8,39.7
29521,MI,PINE VALLEY APARTMENTS,CONSTANTINE,100,15007,0,-4,45.8,-4,-4
36994,MI,PINEBROOK MANOR,LANSING,-4,1920,-4,0,0,0,-4
19950,MI,PINEHURST SENIOR (FARWELL),FARWELL,91.7,10757,0,-4,-4,-4,-4
2098,MI,PINEHURST TOWNHOMES (KZOO),OSHTEMO TWP,97.9,26289.5,-4,-4,-4,12.8,69.1
30476,MI,"PINES, THE",CHELSEA,90.2,27677,0,0,-4,-4,83.8
6367,MI,PINESHORES APARTMENTS,MT MORRIS TWP,96.7,18663.5,-4,-4,18.1,15.5,45.7
30475,MI,PINEVIEW APARTMENTS,HAMPTON TWP,74.2,20430.5,-4,-4,-4,-4,52.2
3843,MI,PINEVIEW ESTATES APARTMENTS,PORT HURON,96,21385,-4,18.8,-4,12.5,53.1
18120,MI,PINIGREE PARK HOMES,DETROIT,100,19564,-4,-4,-4,-4,50
19795,MI,PIQUETTE SQUARE,DETROIT,91.3,11759.5,20.2,22.3,22.3,11.7,23.4
8685,MI,PLEASANT PROSPECT HOMES III,GRAND RAPIDS,100,18978.5,-4,-4,15.9,-4,47.7
13279,MI,POND STREET VILLAGE,MACKINAW CITY,96.9,26251,-4,0,-4,-4,71
3785,MI,PORT CRESCENT APARTMENTS,BAD AXE,95.1,11126,18.4,26.5,25.5,18.4,11.2
40822,MI,POSITIVE IMAGES,DETROIT,90.6,600,65.5,-4,-4,-4,0
31357,MI,PRAIRIE GLEN,QUINCY,100,9420,29.8,34,-4,-4,-4
12957,MI,PRENTIS I APARTMENTS,OAK PARK,94.8,13524,-4,29.7,22,-4,25.3
33795,MI,PRENTIS II APARTMENTS,OAK PARK,97,10105.5,-4,46.9,21.9,-4,14.6
18118,MI,"PRESERVE AT ORIANNA RIDGE, THE",MARQUETTE,94.9,19560,-4,-4,14.7,16,49.3
30428,MI,PRESTON POINTE @ BROWNSTOWN,BROWNSTOWN TWP,92.7,24251,-4,9.6,13.2,-4,66.7
12961,MI,PRESTWICK VILLAGE APARTMENTS,HOLT,93.9,19142,-4,-4,21,-4,46.8
36268,MI,PRINCE HALL PLACE,DETROIT,94.4,22154,16.3,12.6,-4,-4,55.6
29587,MI,PROVIDENCE PLACE,DETROIT,95.3,21576,-4,-4,-4,-4,58.5
2790,MI,QUAIL MEADOWS,MUSKEGON TWP,98.3,9630,32.2,22.9,14.4,11.9,18.6
35785,MI,QUINCY HAVEN,HANCOCK,100,10612.5,-4,-4,-4,-4,-4
13335,MI,RANGETOWNE APARTMENTS,SOUTH RANGE,100,10755,-4,-4,-4,-4,-4
35792,MI,RAUPP STREET HOUSING,MELVINDALE,91.7,9511.5,-4,-4,-4,-4,-4
36311,MI,RED FLANNEL,CEDAR SPRINGS,83.3,9660,-4,37.5,-4,-4,-4
8742,MI,REFLECTIONS,BLACKMAN TWP,97.1,23042,0,-4,-4,24.2,68.2
26882,MI,REFLECTIONS SENIOR,GRAND RAPIDS,98.3,10944,-4,37.3,30.5,20.3,-4
13910,MI,REITZ PARK,MANISTEE,91.7,23746,0,-4,-4,-4,68.2
25519,MI,REMUS APARTMENTS,WHEATLAND TOWNSHIP,100,10140,27.7,-4,25.5,23.4,-4
29533,MI,RENAISSANCE COURT,PONTIAC,96.2,16440,-4,25.5,-4,-4,45.1
18898,MI,RENAISSANCE PLACE,MUSKEGON,100,21476,0,0,-4,-4,69.6
18851,MI,RESERVE AT NORTON SHORES,NORTON SHORES,98.7,27846,-4,-4,-4,-4,87.2
26925,MI,RESIDENCES AT WESTBROOK PLACE,BATTLE CREEK,95.8,21528,-4,-4,-4,-4,58.7
14904,MI,RESTORATION TOWERS,DETROIT,100,9675,0,57.8,22.4,-4,-4
6752,MI,REUBEN DANIELS TOWNHOMES,SAGINAW,92,17205,-4,-4,-4,26.1,32.6
14681,MI,RICKMAN HOUSE,KALAMAZOO,95.9,9660,-4,53.2,38.3,-4,0
38193,MI,RIDGECREST VILLAGE (FLINT),FLINT,97.5,6036,45.9,18.2,17,7.5,11.3
29530,MI,RIDGEWOOD VISTA (JACKSON),LEONI TWP,98,12830.5,24.3,16.7,18.8,13.2,27.1
26928,MI,RIVER PARK PLACE (SOUTHFIELD),SOUTHFIELD,98.4,11181.5,-4,42.5,27.9,15,-4
40730,MI,RIVER PARK VILLAGE SENIOR APARTMENTS AT,DETROIT,-4,27428,0,0,0,0,-4
38090,MI,RIVER RUN,ANN ARBOR,98.2,11352,17.1,29.7,14.4,12.6,26.1
3780,MI,RIVER TERRACE,BENTON HARBOR,96.6,9493,20.1,43.2,20.1,11.2,5.4
40725,MI,RIVER TOWERS,DETROIT,88.1,12027.5,-4,39,25,-4,18.3
18066,MI,RIVER VIEW PLACE APARTMENTS,ST LOUIS,100,18379.5,0,-4,-4,-4,-4
31307,MI,RIVER VILLAGE,FLINT,95,9420,23.7,47,15,8.4,5.9
35833,MI,RIVERCREST APARTMENTS,CROSWELL,100,12739,-4,-4,-4,-4,-4
7475,MI,RIVERFRONT,LANSING,91.6,10530,-4,44.4,31.4,15,-4
24364,MI,RIVERGREEN APARTMENTS,RIVERVIEW,100,13308,-4,25,21.3,-4,27.5
29522,MI,RIVERS BLUFF TOWNHOMES,MT PLEASANT,100,24000,0,0,0,-4,-4
28696,MI,RIVERSIDE (DOWAGIAC),DOWAGIAC,90.6,9664,-4,37.9,-4,-4,-4
13905,MI,RIVERSIDE ESTATES APARTMENTS (DETROIT),DETROIT,96.7,9612,25.9,29.3,-4,-4,-4
11084,MI,RIVERSIDE MANOR APARTMENTS,AU GRES,96.9,9552,-4,48.4,-4,-4,-4
8681,MI,RIVERSIDE TOWNHOUSES (THREE RIVERS),THREE RIVERS,93.6,11664,24.8,18.8,21.4,10.3,24.8
18856,MI,RIVERTOWN ASSISTED LIVING,DETROIT,85.9,14756,0,19.7,31.1,27.9,21.3
13909,MI,RIVERVIEW APARTMENTS (BLISSFIELD),BLISSFIELD,93.8,16905,-4,-4,-4,-4,46.7
26982,MI,RIVERVIEW APARTMENTS (GRAYLING),GRAYLING,90,13218,-4,-4,-4,-4,-4
19904,MI,RIVERVIEW APARTMENTS (WAKEFIELD),WAKEFIELD,100,9747,-4,-4,-4,-4,-4
28689,MI,RIVERVIEW TERRACE (ADRIAN),ADRIAN,96.3,14443,0,21.2,30.1,17.3,31.4
19844,MI,RIVERVIEW TERRACE (PETOSKEY),PETOSKEY,98.6,15704,-4,-4,24.6,27.5,26.1
15006,MI,RIVERVUE APARTMENTS,BELLEVUE,95.8,12285,-4,-4,-4,-4,-4
7425,MI,RIVERWALK APARTMENTS,LOWELL,100,18590,-4,-4,-4,27.7,44.7
3841,MI,RIVERWALK MEADOWS (BAY CITY),BAY CITY,100,21160,-4,-4,-4,28,54
15053,MI,ROBERT THOMAS APARTMENTS,DETROIT,100,10840,26.5,-4,-4,0,34.7
395,MI,ROCK CREEK MANOR,CHESANING,94.6,15170,-4,-4,24.5,26.4,24.5
6365,MI,ROLLING BROOK APARTMENTS,ALGONAC,98.6,16043,0,23.9,18.3,25.4,32.4
13330,MI,ROMULUS TOWER,ROMULUS,93.5,12515,18.1,20.7,27.6,17.2,16.4
22532,MI,ROOSEVELT APARTMENTS,MUSKEGON HEIGHTS,98,10620,-4,30.6,22.4,-4,26.5
26978,MI,ROOSEVELT HILL,KALAMAZOO,86.7,15914.5,-4,-4,-4,-4,-4
14954,MI,ROOSEVELT PARK LOFTS,GRAND RAPIDS,100,24938,-4,-4,-4,-4,61.9
6420,MI,ROSCOMMON APARTMENTS,ROSCOMMON,95.8,9970,0,52.2,-4,-4,-4
24320,MI,ROSEBUSH ESTATES,ROSEBUSH,94.4,10704,-4,-4,-4,-4,-4
28697,MI,ROSEVILLE APARTMENTS,MORTON TWP,100,13942,-4,-4,-4,-4,-4
13956,MI,ROSEWOOD MANOR APARTMENTS (CLARE),CLARE,95.2,14814,-4,-4,-4,-4,-4
2048,MI,ROSEWOOD MANOR APARTMENTS (FLINT),FLINT,88.2,17846,-4,16.4,28.4,-4,46.3
7480,MI,ROSEWOOD PARK,MT MORRIS,95.8,14511.5,-4,25.4,-4,22.8,26.3
6895,MI,ROSEWOOD RIVERSIDE TOWNHOMES,FLINT,100,12639,-4,30,-4,-4,37.5
29635,MI,ROSS LAKE VILLAGE,BEAVERTON,89.5,20226,-4,-4,-4,-4,50
25104,MI,ROUGE WOODS APARTMENTS,DETROIT,91.3,9759,-4,-4,-4,-4,-4
18123,MI,ROXBURY COURT,CLIO,98.9,20018.5,-4,-4,15.9,28.4,51.1
31356,MI,ROYAL OAK TOWER,ROYAL OAK TOWNSHIP,93.4,17262.5,-4,-4,19.6,29.3,33.2
29634,MI,ROYALE GLEN TOWNHOMES,MUSKEGON,98.7,25020,-4,-4,-4,-4,64.9
29516,MI,RYAN COURT II,DETROIT,100,1200,55.4,16.2,-4,-4,-4
2052,MI,RYAN CREEK II APARTMENTS,BIG RAPIDS,93.5,22779,-4,-4,-4,-4,58.1
35885,MI,SABLE POINTE,HART,85,10305,-4,-4,-4,-4,-4
24311,MI,SAINT JAMES APARTMENTS,GRAND RAPIDS,98,17990.5,-4,-4,26,-4,46
36988,MI,SAINT RITA APARTMENTS,DETROIT,100,9420,-4,-4,-4,-4,-4
6748,MI,SAKS PARK HOMES,DETROIT,97.8,27302,0,-4,-4,-4,70.5
3885,MI,SAN JUAN SQUARE TOWNHOMES,DETROIT,100,20732,-4,-4,-4,0,-4
6427,MI,SAND CREEK APARTMENTS,ADRIAN,93.7,24797,-4,-4,-4,-4,69.7
17747,MI,SAND CREEK VILLAGE APARTMENTS PHASE II,ADRIAN,92,27616,-4,-4,-4,-4,72.5
29515,MI,SAND HILL APARTMENTS,WHITE CLOUD,95.8,10620,-4,-4,47.8,-4,0
35842,MI,SANDHILL MANOR APARTMENTS,DENTON TOWNSHIP,98.3,10839,-4,40.7,25.4,-4,-4
2837,MI,SANDY HILL APARTMENTS,VASSAR,95.8,19302,-4,-4,-4,-4,47.8
22534,MI,SANDY HILL II APARTMENTS,VASSAR,96.8,21402.5,-4,-4,-4,-4,56.7
33800,MI,SANDY PINES APARTMENTS,KALKASKA,100,11710,-4,26.5,34.7,-4,-4
31314,MI,SANFORD ARMS,PONTIAC,94.4,8494,46.7,19.1,12.5,9.2,12.5
8687,MI,SARATOGA HOMES,DETROIT,95.6,23754,-4,-4,-4,-4,62.8
34055,MI,"SAVANNAH, THE",DETROIT,90,19368,-4,-4,0,-4,-4
8734,MI,SAWMILL CREEK II,VICKSBURG,90.5,26925,0,-4,-4,-4,57.9
30429,MI,SAWMILL ESTATES FAMILY,WAYLAND,100,31916,-4,-4,-4,-4,72.9
25467,MI,SAWMILL ESTATES SENIOR,WAYLAND,100,21945,0,-4,-4,-4,60.7
