ID,STATE,PROPERTYNAME,CITY,INCOME_REPORTED_PCT,UNITS_INC_ILMT_IRES_RPTD_PCT,UNITS_I_IL_IR_0_PCT,UNITS_I_IL_IR_0_30_PCT,UNITS_I_IL_IR_30_40_PCT,UNITS_I_IL_IR_40_50_PCT,UNITS_I_IL_IR_50_60_PCT,UNITS_I_IL_IR_GT60_PCT
37351,MS,PINECREST MANOR,WAVELAND,91.2,91.2,0,74.2,-4,-4,-4,0
9626,MS,PINEHURST PARK SUBDIVISION,JACKSON,100,100,0,-4,-4,37.8,-4,-4
29115,MS,PINEHURST PARK TOWNHOUSES,JACKSON,100,100,-4,-4,-4,44.1,-4,0
1546,MS,PINETREE MANOR,CENTREVILLE,100,100,0,83.9,-4,-4,0,0
497,MS,PINEVIEW ESTATES,MCCOMB,87.5,87.5,-4,-4,-4,-4,0,0
37350,MS,PINEVIEW HEIGHTS,MCCOMB,89.7,89.7,-4,37.1,34.3,-4,-4,0
29116,MS,PINEVIEW II APARTMENTS,PURVIS,100,100,0,57.5,-4,-4,-4,0
17231,MS,PINEWOOD ESTATES,NEW AUGUSTA,95.7,95.7,0,77.3,-4,-4,0,0
20210,MS,PINNACLE AT MAGNOLIA POINTE,MCCOMB,95.3,95.3,0,-4,21.8,25.7,32.7,-4
3273,MS,PLANTATION ESTATES,TUNICA,95,95,-4,-4,-4,-4,-4,-4
35373,MS,POINT PLACE APARTMENTS,WEST POINT,94.9,94.9,0,-4,-4,35.1,-4,-4
7798,MS,PONTOTOC PARK APTS,PONTOTOC,94.4,94.4,0,52.9,-4,-4,0,0
40474,MS,POPLAR MANOR,VAIDEN,95.8,95.8,0,-4,-4,0,0,0
29953,MS,"POPLARVILLE ESTATES, LLC",POPLARVILLE,75.8,75.8,52,-4,-4,-4,-4,0
488,MS,PRESTIGE PLAZA APARTMENTS,PORT GIBSON,100,100,0,67.6,-4,-4,-4,0
40325,MS,PRIDE GARDENS APARTMENTS,FLORA,96,96,-4,70.8,16.7,-4,-4,0
20214,MS,PROVIDENCE  PCC OF SENATOBIA,SENATOBIA,78.7,78.7,0,-4,-4,40.5,-4,-4
22642,MS,PROVIDENCE PLACE,COLUMBUS,100,100,0,57.1,-4,-4,-4,-4
38516,MS,PROVIDENCE PLACE OF SENATOBIA,SENATOBIA,96.3,96.3,0,-4,28.6,32.5,31.2,-4
29274,MS,PROVIDENCE POINTE II,BILOXI,97.9,97.9,0,27.7,-4,25.5,-4,-4
20257,MS,PROVIDENCE TWO,COLUMBUS,100,100,0,65.2,-4,-4,-4,-4
6701,MS,QUAIL RUN APARTMENTS,QUITMAN,100,100,-4,83.8,-4,-4,-4,0
14228,MS,RAINBOW APARTMENTS,SENATOBIA,97.5,97.5,0,46.2,-4,-4,-4,-4
31623,MS,RAINER VILLA,NEW AUGUSTA,100,100,0,-4,-4,0,0,0
38514,MS,RALEIGH ANNEX APARTMENTS,MAGEE,100,100,0,42.6,30.9,-4,-4,-4
13745,MS,RED OAKS ESTATES,HOLLY SPRINGS,95.8,95.8,0,69.6,-4,-4,-4,0
18433,MS,REED PLACE,STARKVILLE,100,100,0,-4,-4,38.9,-4,0
37304,MS,"REED PLACE, PH II",STARKVILLE,97.2,97.2,0,-4,34.3,31.4,-4,0
1549,MS,REGAL RIDGE APARTMENTS,PLANTERSVILLE,100,100,-4,70.8,-4,-4,-4,0
37299,MS,REGENCY APARTMENTS,POPLARVILLE,68.8,68.8,0,-4,-4,-4,0,0
12511,MS,REGENCY WAY APARTMENTS,GULFPORT,94.1,94.1,-4,46.8,18,16.2,-4,-4
14218,MS,REUNION COURT APARTMENTS,PHILADELPHIA,95.8,95.8,-4,46.9,27.4,16.8,-4,-4
24602,MS,RICHLAND APARTMENTS,RICHLAND,80,80,0,33.3,-4,-4,-4,-4
35377,MS,RIDGEWAY APARTMENTS,JACKSON,100,100,-4,34.4,-4,40.6,-4,-4
8276,MS,RIPLEY APARTMENTS,RIPLEY,100,100,-4,78.3,-4,-4,0,0
19210,MS,RIPLEY TOWNHOUSES,RIPLEY,83.3,83.3,0,-4,-4,-4,0,0
34009,MS,RIVERCHASE PARK APARTMENTS,GULFPORT,98.6,98.6,-4,21.9,21.4,28.6,24.3,-4
499,MS,RIVERWALK APARTMENTS,GREENVILLE,96.9,96.9,0,35.5,-4,-4,-4,-4
31625,MS,RIVERWALK APTS. PHASE II,GREENVILLE,98.6,98.6,-4,33.8,-4,29.6,15.5,0
30104,MS,ROBINSONVILLE APARTMENT HOME/BOWDRE,ROBINSONVILLE,-4,-4,-4,-4,-4,-4,0,-4
1547,MS,ROLLING FORK MANOR,ROLLING FORK,100,100,0,-4,-4,0,0,0
15365,MS,ROSE GARDEN APARTMENTS,PEARL,100,100,0,48.4,30.6,-4,-4,-4
9680,MS,ROSEDALE APARTMENT HOMES,ROSEDALE,100,100,0,-4,-4,-4,0,-4
17283,MS,ROSEDALE ESTATES APARTMENTS,ROSEDALE,100,100,0,83.3,0,-4,-4,0
21990,MS,ROSEDALE MANOR APARTMENTS,ROSEDALE,95.8,95.8,0,78.3,-4,-4,0,0
1589,MS,ROSEDOWN APARTMENTS,VICKSBURG,94.4,94.4,0,-4,0,-4,-4,0
25892,MS,ROXBURY COVE,GULFPORT,100,100,0,-4,-4,-4,36.7,0
31627,MS,ROXBURY ESTATES,GULFPORT,100,100,0,-4,-4,-4,-4,0
37354,MS,ROYAL OAKS APARTMENTS,TYLERTOWN,95.8,95.8,0,69.6,-4,0,0,-4
31628,MS,SAINT MARTIN APARTMENTS,MCCOMB,90,90,-4,30.6,30.6,-4,-4,0
14222,MS,SANDERSON VILLAGE HOMES,GULFPORT,96.3,96.3,-4,68.8,15.6,-4,0,-4
20206,MS,SANDHILL ARMS,STARKVILLE,96,96,-4,43.8,25,-4,-4,-4
30101,MS,SAWGRASS PARK APARTMENTS,GULFPORT,98,98,-4,11.6,23.2,31.8,29.3,-4
23806,MS,SCOTT APARTMENTS,FOREST,100,100,0,59.1,-4,-4,-4,0
8228,MS,SHADOWOOD PARK APARTMENTS,LAUREL,98.2,98.2,0,25.9,-4,28.7,21.3,-4
3107,MS,SHADY LANE APARTMENTS,TUNICA,95.7,95.7,7,75.8,10.2,-4,-4,-4
38563,MS,SHADY LANE APARTMENTS,YAZOO CITY,95.7,95.7,7,75.8,10.2,-4,-4,-4
29109,MS,SHADY LANE II,ROBINSONVILLE,84,84,69.8,-4,-4,-4,-4,0
6070,MS,SHAW ESTATES,JACKSON,100,100,-4,25.5,-4,36.2,-4,-4
7791,MS,SHEFFIELD PARK APARTMENTS,,96.9,96.9,0,-4,30.7,25.2,22.8,-4
24606,MS,SHUQUALAK APARTMENTS,SHUQUALAK,87,87,0,-4,-4,0,0,0
31620,MS,SILVER CITY MANOR,SILVER CITY,96,96,-4,79.2,-4,0,0,0
26428,MS,SILVERHILL APARTMENTS,PHILADELPHIA,100,100,0,66.7,-4,-4,0,0
29954,MS,SIOUX BAYOU ARMS,GAUTIER,93.5,93.5,-4,-4,32.6,-4,-4,-4
22038,MS,SKYVIEW APARTMENTS,BATESVILLE,99,99,-4,71.9,15.6,-4,-4,-4
3324,MS,SMITHVILLE ELDERLY\PARKVIEW,SMITHVILLE,87.5,87.5,0,-4,-4,-4,0,0
10583,MS,SOUTHBROOK GARDENS APARTMENTS,JACKSON,100,100,-4,55.1,14.6,23.6,-4,0
18586,MS,SOUTHERN VILLAS APARTMENTS,HOLLY SPRINGS,100,100,0,60,-4,-4,-4,-4
29117,MS,"SOUTHGATE ARMS, LLC",STARKVILLE,91.8,91.8,-4,53.7,23.9,-4,-4,-4
36577,MS,SOUTHWIND ESTATES,DURANT,100,100,0,66.7,-4,-4,0,-4
22641,MS,SPRINGS MANOR APARTMENTS,RAWLS SPRINGS,92.9,92.9,0,50,-4,-4,-4,0
9803,MS,ST. FRANCIS APARTMENTS,MERIDIAN,84.4,84.4,21.1,36.8,21.1,-4,-4,-4
18434,MS,STONEGATE APARTMENTS,GULFPORT,93.2,93.2,-4,34.1,31.7,-4,-4,-4
25840,MS,"SUMMIT APARTMENTS II, L.P.",SUMMIT,87.5,87.5,-4,71.4,-4,-4,0,0
13702,MS,SUN MANOR APARTMENTS,ITTA BENA,100,100,0,-4,-4,0,0,0
10577,MS,SUNDOWN GARDENS,GRENADA,95.2,95.2,28.8,-4,27.1,18.6,-4,-4
3100,MS,SUNFLOWER APARTMENTS,RULEVILLE,95.8,95.8,0,-4,-4,0,0,0
19214,MS,SUNFLOWER ESTATES,INDIANOLA,100,100,-4,-4,40,24.6,-4,-4
40320,MS,SUNFLOWER LANE APARTMENTS,CLARKSDALE,96.2,96.2,-4,78,-4,-4,-4,-4
14226,MS,SUNSET VILLAS,LAMBERT,-4,-4,0,-4,-4,-4,0,0
23810,MS,SUSIE B WEST APARTMENTS,NATCHEZ,94.9,94.9,0,83.9,-4,-4,-4,0
26418,MS,SWINNEY APARTMENTS,KOSCIUSKO,100,100,-4,78.7,-4,-4,-4,0
6068,MS,TALL OAKS EAST,VERONA,100,100,0,-4,43.8,22.9,-4,-4
40323,MS,TALL OAKS WEST,VERONA,100,100,0,-4,-4,41.9,-4,-4
8226,MS,TAYLOR COURT,JACKSON,93.8,93.8,-4,75.6,-4,-4,0,0
15370,MS,TAYLOR HEIGHTS APARTMENTS,PASCAGOULA,93.2,93.2,-4,65.9,13.4,-4,-4,-4
29951,MS,TERRACE PARK APARTMENTS,SOUTHAVEN,66.7,66.7,0,-4,25.6,36.7,16.7,-4
36620,MS,TERRY APARTMENTS,TERRY,85.7,85.7,0,66.7,-4,-4,0,-4
38513,MS,THE BRADLEY APARTMENTS,LUCEDALE,97.2,97.2,0,18.8,24.6,37.7,-4,-4
8277,MS,THE BROOKS APARTMENTS,BROOKHAVEN,83.9,83.9,0,80.8,-4,-4,0,0
26425,MS,THE COLONNADES,OCEAN SPRINGS,100,100,0,25.5,27.3,36.4,-4,-4
31671,MS,THE ELMS APARTMENTS,CARTHAGE,87.5,87.5,0,-4,-4,-4,0,0
13693,MS,THE ESTATES AT JUAN DE CUEVAS,DIBERVILLE,98.4,98.4,34.9,30.2,-4,17.5,-4,0
40317,MS,THE GATES AT CORALBAY,WAVELAND,98.7,98.7,-4,12.8,21.2,32.1,28.8,-4
7789,MS,THE GATES OF BILOXI,BILOXI,99.6,99.6,-4,22.9,18.8,27.8,22.9,-4
17284,MS,THE GROVE APARTMENTS,WALNUT GROVE,98.1,98.1,0,35.8,23.8,24.2,-4,-4
29114,MS,THE GROVE APARTMENTS,JACKSON,98.1,98.1,0,35.8,23.8,24.2,-4,-4
20259,MS,THE HENRY CLAY,WEST POINT,100,100,0,-4,-4,-4,-4,0
12457,MS,THE MEADOWS APARTMENTS,COLLINS,97.2,97.2,0,77.1,-4,-4,-4,-4
13746,MS,THE PHOENIX AT CORINTH,CORINTH,100,100,-4,-4,-4,-4,42.5,0
493,MS,THE RIDGE AT WAVELAND,DIAMONDHEAD,100,100,-4,24.6,17.8,27.1,18.6,-4
9630,MS,THE RIDGE AT WAVELAND,WAVELAND,100,100,-4,24.6,17.8,27.1,18.6,-4
15367,MS,THE ROSE OF JACKSON,JACKSON,96,96,0,58.3,22.9,-4,-4,0
36619,MS,THE ROSE OF JACKSON PHASE II,JACKSON,100,100,0,-4,-4,-4,-4,0
15325,MS,THE VILLAGE APARTMENTS,JACKSON,95.7,95.7,6.1,82,7.3,-4,-4,-4
19271,MS,THE WOODLANDS,JACKSON,71.7,71.7,0,47.4,-4,-4,-4,-4
7840,MS,THORTON HILL,GULFPORT,97.5,97.5,-4,19.1,22.6,26.1,20.9,-4
3321,MS,THREE RIVERS LANDING,GULFPORT,100,100,0,22.4,-4,31.8,28.2,-4
9631,MS,TIMBER CREEK ESTATES,BILOXI,100,100,-4,-4,19.2,32.3,26.3,11.1
6067,MS,"TIMBER CREEK ESTATES, PHASE II",BILOXI,100,100,-4,17.2,18.2,28.3,24.2,-4
24600,MS,TIMBER GROVE APARTMENTS,DIBERVILLE,98.9,98.9,-4,28.7,22.3,33,-4,-4
3279,MS,TIMBER RIDGE APARTMENTS,BATESVILLE,87.5,87.5,0,-4,-4,-4,-4,0
37353,MS,TIMBERLANE TOWNHOMES,WEST POINT,100,100,0,32.7,-4,-4,25,0
30842,MS,TUNICA VILLA,TUNICA,96,96,0,66.7,-4,-4,0,0
18589,MS,TUPELO SENIORS,TUPELO,91.2,91.2,0,-4,35.5,-4,-4,-4
35330,MS,TUPELO TRACE APARTMENTS,TUPELO,91.4,91.4,43.1,22.7,9.9,14.9,9.4,0
14269,MS,TURNTABLE PLACE,CLEVELAND,100,100,-4,-4,-4,41,-4,-4
20258,MS,TWIN OAKS ELDERLY HANDICAP,NEW ALBANY,100,100,0,80,-4,-4,0,0
29113,MS,UNION APARTMENTS,NEW ALBANY,91.9,91.9,0,38.2,-4,-4,-4,0
3058,MS,UNITED FAMILY LIFE VILLAGE,CLEVELAND,100,100,0,-4,29.5,27.3,-4,-4
24603,MS,UNITED FAMILY LIFE VILLAGE III,CLEVELAND,97.5,97.5,0,-4,-4,30.8,-4,0
14229,MS,"UNITED FAMILY LIFE VILLAGE, II",CLEVELAND,97.2,97.2,0,-4,-4,42.9,-4,0
36574,MS,VALLEY PARK SUBDIVISION PHASE I,JACKSON,98.7,98.7,0,32.1,23.1,29.5,-4,-4
24595,MS,"VARDAMAN MANOR, L.P.",VARDAMAN,91.7,91.7,0,77.3,-4,-4,0,0
12504,MS,VERONA ESTATES,VERONA,100,100,0,-4,-4,41.7,-4,-4
17234,MS,"VICKERS ESTATES, LLC",HATTIESBURG,76.6,76.6,-4,41.7,-4,-4,0,0
25885,MS,VICKSBURG HOUSING AUTHORITY RAD,VICKSBURG,88,88,-4,54.9,19.8,17,-4,0
24604,MS,VILLAGE AT THE BEVERLY,HATTIESBURG,98.1,98.1,-4,68.6,-4,-4,-4,-4
40322,MS,VILLAGE MANOR APARTMENTS,MT OLIVE,100,100,0,83.3,-4,-4,-4,0
1593,MS,VILLAGE PLACE APARTMENTS,GULFPORT,94.7,94.7,-4,44.4,20,18.9,12.2,-4
10582,MS,VISION PLACE,NATCHEZ,87.5,87.5,0,-4,-4,-4,-4,0
19274,MS,W. J. JONES VILLA,COAHOMA,92.9,92.9,0,-4,-4,0,0,0
19263,MS,WASHINGTON GARDEN APARTMENTS,GRENADA,99,99,0,76.8,14.1,-4,-4,-4
30109,MS,WAVERLY PARK APARTMENTS,JACKSON,95,95,0,20.4,18.6,38.1,23,0
15324,MS,WAVEVIEW PLACE,WAVELAND,91.9,91.9,0,17.6,20.9,20.9,24.2,16.5
30894,MS,WEIR APARTMENTS,WEIR,100,100,0,-4,-4,0,0,0
18436,MS,WELLS PLACE,PHILADELPHIA,100,100,0,-4,-4,-4,-4,-4
15374,MS,WELLS PLACE II,PHILADELPHIA,87.5,87.5,-4,-4,-4,-4,-4,-4
25888,MS,WEST BEACON VILLAS,LAUREL,96,96,-4,74,15.6,-4,-4,0
37357,MS,WEST CALHOUN CITY APTS,CALHOUN,92.6,92.6,0,88,-4,-4,0,0
8224,MS,WEST-MILLSAPS APARTMENTS,JACKSON,96.8,96.8,0,36.7,-4,-4,-4,0
34010,MS,WESTBROOK SQUARE APARTMENTS,CARTHAGE,70,70,0,-4,-4,-4,-4,-4
23807,MS,WESTOVER APARTMENTS,TYLERTOWN,74.2,74.2,-4,52.2,-4,-4,0,-4
1545,MS,WESTSIDE APARTMENTS,LOUISVILLE,93.9,93.9,0,87.1,-4,-4,0,0
25366,MS,WESTWICK APARTMENTS,JACKSON,93.2,93.2,-4,73.9,16.7,-4,-4,0
36617,MS,WHITE OAK APARTMENTS,BALDWYN,100,100,0,70.8,-4,-4,0,-4
3227,MS,WHITE OAK BYHALIA APARTMENTS,BYHALIA,80,80,0,75,-4,0,-4,0
30844,MS,WIGGINS ESTATES,WIGGINS,97.5,97.5,-4,33.3,-4,-4,-4,0
38559,MS,WILLIAM BELL APARTMENTS,GULFPORT,95.2,95.2,0,86.9,-4,-4,0,0
26376,MS,WILLIAMSBURG ESTATES,GREENWOOD,100,100,-4,25,-4,25,-4,-4
40318,MS,WILLIAMSBURG ESTATES II,GREENWOOD,95.8,95.8,-4,28.3,23.9,-4,-4,-4
23803,MS,WILLOW BEND ESTATES,BELZONI,85.1,85.1,-4,-4,-4,27.5,-4,-4
18435,MS,WILLOW PARK APARTMENTS,CLARKSDALE,96.3,96.3,-4,66.2,-4,-4,-4,-4
34008,MS,WILLOW WOOD APARTMENTS,YAZOO CITY,100,100,0,75.5,-4,-4,-4,0
23802,MS,WINDALE APARTMENTS II,WEST POINT,93,93,-4,71.2,-4,-4,-4,0
7843,MS,WINDWOOD MANOR,COLLINS,88.9,88.9,0,81.3,-4,-4,0,0
6218,MS,WINSTON PLACE APARTMENTS,LOUISVILLE,98.7,98.7,0,39,-4,26,-4,0
9624,MS,WISTERIA APARTMENTS,PLANTERSVILLE,86.7,86.7,0,50,-4,-4,-4,-4
6700,MS,WISTERIA ESTATES (00-01),HATTIESBURG,82.8,82.8,-4,-4,-4,-4,-4,0
30100,MS,WISTERIA ESTATES 01-02,HATTIESBURG,83.3,83.3,0,-4,-4,-4,-4,-4
25887,MS,WOOD VILLAGE APARTMENTS,JACKSON,98.1,98.1,-4,88.7,-4,-4,0,0
13749,MS,WOODCHASE APARTMENTS,LUMBERTON,92.6,92.6,0,80,-4,-4,0,0
12505,MS,WOODCREEK HOMES,CANTON,98.3,98.3,39.7,36.2,-4,-4,0,0
5917,MS,WOODCREST MANOR,WOODVILLE,100,100,0,-4,-4,0,0,0
502,MS,WOODLAND BEND APARTMENTS,BALDWYN,100,100,0,83.3,-4,-4,0,0
30891,MS,WOODLAWN TOWNHOUSE,PONTOTOC,98.1,98.1,0,31.4,23.5,-4,-4,-4
20164,MS,WOODYARD GARDENS,BELZONI,95.9,95.9,-4,36.2,-4,-4,-4,-4
12500,MS,YAZOO CITY SENIOR APARTMENTS,YAZOO CITY,93.9,93.9,-4,91.3,-4,-4,0,0
487,MS,YAZOO ESTATES,YAZOO CITY,87.5,87.5,-4,20.2,20.2,40.5,13.1,-4
3153,MT,8TH AVENUE APARTMENTS,BILLINGS,100,100,-4,-4,-4,0,-4,0
34158,MT,ASPEN MEADOWS APARTMENTS,BOZEMAN,100,100,40.7,-4,-4,-4,0,0
29002,MT,BIG TIMBER VILLAGE,BIG TIMBER,100,100,0,-4,-4,0,-4,0
37786,MT,BURNT FORK MANOR,STEVENSVILLE,100,100,0,-4,0,-4,0,0
3331,MT,CHIPPEWA CREE HOMES I,BOX ELDER,100,100,0,-4,-4,0,-4,-4
3329,MT,CHIPPEWA CREE HOMES I,AZURE,100,100,0,-4,-4,0,-4,-4
26470,MT,FORSYTH VILLAGE I,FORSYTH,100,100,0,-4,-4,0,0,0
37785,MT,GUARDIAN APARTMENTS,HELENA,100,100,0,-4,0,-4,0,0
20262,MT,KALISPELL SENIOR APARTMENTS,KALISPELL,100,100,-4,57.1,-4,-4,0,0
17288,MT,LIVINGSTON VILLAGE,LIVINGSTON,100,100,0,-4,-4,0,0,0
35382,MT,MEADOWS SENIOR APARTMENTS,LEWISTOWN,100,100,0,58.1,-4,-4,0,0
29000,MT,PARKSIDE VILLAGE APARTMENTS,MISSOULA,96.2,96.2,0,-4,-4,-4,-4,-4
24649,MT,PHEASANT GLEN,HELENA,100,100,0,62.5,-4,-4,0,0
3326,MT,PTARMIGAN RESIDENCES,HELENA,100,100,-4,-4,-4,-4,0,-4
13797,MT,RIVER ROCK RESIDENCES,HELENA,100,100,0,46.2,-4,-4,-4,0
20261,MT,ROADRUNNER RESIDENCE,HELENA,100,100,0,-4,-4,-4,0,-4
25940,MT,SHILOH GLEN APARTMENTS,BILLINGS,100,100,-4,52.2,21.7,12.2,-4,0
9684,MT,SOUTH FORTY,BILLINGS,100,100,0,-4,-4,-4,0,0
37362,MT,TEAKETTLE VISTA APARTMENTS,COLUMBIA FALLS,100,100,0,-4,-4,0,0,0
23856,MT,TEAKETTLE VISTA APARTMENTS II,COLUMBIA FALLS,100,100,-4,73.9,-4,0,-4,0
18592,MT,TOWNSITE / NHS,GREAT FALLS,100,100,0,-4,-4,-4,-4,0
22043,MT,VALLEY VILLAS REHAB,HAMILTON,100,100,0,-4,-4,0,0,0
7847,MT,WESTWIND VILLAGE APARTMENTS,KALISPELL,96.8,96.8,-4,50,-4,-4,-4,0
17290,MT,WILDER STREET APARTMENTS,HELENA,95.8,95.8,0,52.2,-4,-4,-4,-4
35381,NC,940 BREVARD,CHARLOTTE,82,43,0,100,0,0,0,0
26480,NC,ABBINGTON APARTMENTS,BELMONT,98.8,73.8,0,23.7,-4,30.5,18.6,-4
40378,NC,ABBINGTON CROSSING OF WILSON,WILSON,93.8,93.8,0,17.3,24,26.7,32,0
18640,NC,ABBINGTON GARDENS OF WINSTON-SALEM,WINSTONSALEM,97.9,74,0,47.9,16.9,16.9,-4,-4
19473,NC,ABBINGTON GROVE OF WADESBORO,WADESBORO,97.9,97.9,0,34,-4,-4,-4,-4
40368,NC,ABBINGTON OAKS,SOUTHPORT,98.6,73.6,0,24.5,-4,-4,22.6,24.5
18481,NC,ABBY GARDENS,KINSTON,100,100,0,37.5,35.4,-4,-4,-4
26527,NC,ADDINGTON RIDGE,HIGH POINT,100,74.1,0,25.6,-4,-4,25.6,-4
29317,NC,ADKINS GLEN,STONEVILLE,91.7,91.7,0,72.7,-4,-4,0,0
21318,NC,ADMIRAL POINTE,HIGH POINT,94.4,68.5,0,-4,-4,32.4,-4,-4
29008,NC,AHOSKIE HIGH SCHOOL APARTMENTS,AHOSKIE,92.7,92.7,0,89.5,-4,-4,0,-4
37408,NC,ALBEMARLE CENTRAL SCHOOL APARTMENTS,ALBEMARLE,98.1,75,0,28.2,38.5,-4,-4,-4
8007,NC,ALBEMARLE VILLAGE APTS,HERTFORD,91.7,91.7,0,54.5,-4,-4,-4,-4
40632,NC,ALDER'S POINT,WINSTONSALEM,99,74,0,44.6,35.1,14.9,-4,-4
30943,NC,ALDERBROOK POINTE,WASHINGTON,50,39.1,0,56,-4,-4,0,-4
23966,NC,ALEXANDER HOMES APTS,GREENSBORO,100,100,0,32.4,-4,-4,-4,-4
15472,NC,ALEXANDER PLACE,WENDELL,100,54.2,0,73.1,-4,-4,-4,0
8964,NC,ALLIANCE MANOR,ALLIANCE,100,95.8,0,65.2,-4,-4,0,0
30003,NC,AMITY PLACE,DUNN,97.9,97.9,0,72.3,-4,-4,-4,0
13083,NC,ANDOVER PARK,KINSTON,96.7,96.7,0,-4,22.4,-4,22.4,20.7
20313,NC,ANDREWS HEIGHTS,WINSTONSALEM,91.1,91.1,0,64.7,-4,-4,-4,-4
37462,NC,ANDREWS PARK,WILLIAMSTON,86,86,0,72.1,-4,-4,-4,0
36722,NC,ANTIQUITY HEIGHTS,CORNELIUS,94.7,71.3,0,25.4,16.4,23.9,16.4,17.9
26097,NC,APARTMENTS OF LUMBERTON,LUMBERTON,97.9,55.3,0,65.4,-4,-4,-4,0
19474,NC,APPLE TREE APTS,SANFORD,95,95,0,42.1,-4,-4,-4,-4
20366,NC,ARBOR GLEN APARTMENTS,LENOIR,98,98,0,26.5,-4,34.7,-4,-4
25993,NC,ARBOR GLEN AT DALTON VILLAGE,CHARLOTTE,84.7,48.6,0,57.1,-4,-4,-4,-4
9683,NC,ARBOR GLEN II,CHARLOTTE,82.4,45.1,0,43.9,31.7,-4,-4,-4
24652,NC,ARBOR GLEN III,CHARLOTTE,87,47.8,0,-4,-4,-4,0,0
22093,NC,ARBOR OAKS FKA GATEWAY COMMONS - PHASE III,WINSTONSALEM,87.1,77.1,0,63,-4,-4,-4,-4
30156,NC,ARBOR'S PARK SENIOR LIVING,AYDEN,100,79.7,0,-4,-4,41.2,25.5,0
37838,NC,ARDSLEY COMMONS,LOCUST,100,75,0,-4,-4,40.7,-4,-4
33559,NC,ARRINGTON PLACE,WARRENTON,100,100,0,75,-4,-4,0,0
30897,NC,ARROWOOD VILLAS,CHARLOTTE,97.5,41.7,0,56,-4,-4,-4,-4
13852,NC,ARROWPOINT ACRES,PEMBROKE,88,88,0,-4,-4,-4,-4,40.9
3382,NC,ASHEBORO MILL LOFTS,ASHEBORO,92.9,68.6,0,-4,35.4,-4,-4,-4
19323,NC,ASHEBROOKE APTS,GOLDSBORO,100,72.7,0,27.5,-4,-4,-4,42.5
20310,NC,ASHLEY PARK,CHARLOTTE,19.9,0,0,0,0,0,0,0
23916,NC,ASHLEY PARK APARTMENTS,NEW BERN,90.3,68.1,0,-4,-4,28.6,-4,-4
37407,NC,ASHLEY RIDGE APTS,BURGAW,90,90,0,-4,-4,-4,0,-4
9848,NC,ASHTON SPRING APTS,AYDEN,92,92,0,52.2,-4,-4,0,0
37409,NC,AUBURN SPRING,BURLINGTON,89.6,62.5,0,-4,-4,-4,-4,-4
19322,NC,AUBURN TRACE APARTMENTS,BURLINGTON,97.5,75,0,-4,23.3,23.3,-4,21.7
36678,NC,AUBURN TRACE APARTMENTS II,BURLINGTON,97.5,75,0,23.3,30,23.3,-4,-4
30157,NC,AUSTIN MANOR,SMITHFIELD,97.9,97.9,0,-4,-4,0,0,0
23859,NC,AUSTIN'S RIDGE,SOUTHERN PINES,96.2,94.2,0,36.7,-4,-4,22.4,-4
20365,NC,AUTUMN CHASE  APTS,NEW BERN,58.8,58.8,0,90,-4,-4,0,0
2375,NC,AUTUMN CREST,KANNAPOLIS,95.4,70.1,0,29.5,26.2,-4,-4,-4
9860,NC,AUTUMN OAKS,SANFORD,85,68.3,0,34.1,-4,-4,-4,-4
37463,NC,AUTUMN OAKS II,SANFORD,83.3,68.3,0,29.3,-4,-4,-4,-4
18484,NC,AUTUMN SPRING,RALEIGH,97.9,75,0,47.2,-4,-4,-4,-4
37789,NC,AUTUMN TRACE APTS,RALEIGH,97.1,85.3,0,55.2,-4,-4,-4,-4
20364,NC,AVERY SQUARE,GARNER,75,70,0,-4,-4,-4,0,0
23909,NC,AVIEMORE VILLAGE,CLYDE,100,100,0,54.2,-4,-4,0,0
9910,NC,AVONLEA APTS,RALEIGH,100,100,0,27.3,25,27.3,-4,-4
1707,NC,AZALEA GARDENS APTS,MURFREESBORO,100,100,0,54.5,-4,-4,-4,-4
19375,NC,AZALEA MANOR,FAYETTEVILLE,100,76.4,0,49.1,-4,-4,-4,-4
37841,NC,AZALEA TERRACE FKA KIMBERLY PARK,WINSTONSALEM,98,98,0,72.4,17.3,-4,-4,0
29320,NC,BAILEY PLACE,FUQUAYVARINA,95.8,81.3,0,82.1,-4,0,-4,-4
14323,NC,BAILEY SPRINGS APTS,LINCOLNTON,96.4,71.4,0,-4,-4,-4,0,-4
24016,NC,BAKER HOUSE APTS,LUMBERTON,92.3,92.3,0,-4,-4,-4,0,0
36628,NC,BALDWIN PLACE APTS,MAXTON,100,97.2,0,60,-4,-4,-4,0
12615,NC,BARDEN RIDGE,ROXBORO,77.1,77.1,0,37.8,-4,-4,-4,-4
9913,NC,BARRETT PLACE APTS,GREENVILLE,89.6,89.6,0,41.9,25.6,-4,-4,-4
9956,NC,BARRETT PLACE II,GREENVILLE,81.3,81.3,0,46.2,-4,-4,-4,-4
37897,NC,BARRINGER'S TRACE,MT PLEASANT,96.9,96.9,0,25.8,-4,30.6,-4,-4
14275,NC,BATTERY PARK APTS,ASHEVILLE,99.1,99.1,0,58.8,20.2,10.5,-4,-4
