ID,STATE,PROPERTYNAME,CITY,UNITS_FRA_SRC_PCT,UNITS_FRA_SRC_PBRA_PCT,UNITS_FRA_SRC_S8_PCT,UNITS_FRA_SRC_PH_PCT,UNITS_FRA_SRC_HOME_PCT,UNITS_FRA_SRC_HCV_PCT,UNITS_FRA_SRC_PBV_PCT,UNITS_FRA_SRC_S521_PCT,UNITS_FRA_SRC_OTHER_PCT
32561,CA,KRISTINE APARTMENTS,BAKERSFIELD,0,0,0,0,0,0,0,0,0
28251,CA,LA 78 PRESEREVATION PROJECT,LOS ANGELES,93.5,-4,0,0,0,-4,0,0,0
34572,CA,LA AMISTAD,ARVIN,2.5,0,-4,0,0,-4,0,0,0
11267,CA,LA BREA FRANKLIN APARTMENTS,LOS ANGELES,28.2,0,0,0,0,100,0,0,0
5725,CA,LA CORUNA SENIOR APARTMENTS,VAN NUYS,0,0,0,0,0,0,0,0,0
4951,CA,LA COSTA PALOMA,CARLSBAD,6.2,0,0,0,0,100,0,0,0
13108,CA,LA ENTRADA FAMILY HOUSING,SAN DIEGO,8.5,0,0,0,0,0,0,0,-4
2232,CA,LA FENETRE APARTMENTS,SAN JOSE,16.3,0,0,0,0,-4,0,0,0
39353,CA,LA GLORIA SENIOR APARTMENTS,SALINAS,17.4,0,0,0,0,-4,0,0,0
33036,CA,LA HACIENDA APARTMENTS,INDIO,0,0,0,0,0,0,0,0,0
40849,CA,LA MIRADA SENIOR APARTMENTS,LA MIRADA,13,0,0,0,0,0,100,0,0
12934,CA,LA MISION VILLAGE APARTMENTS,OCEANSIDE,20.3,0,0,0,0,100,0,0,0
34729,CA,LA MORAGA APARTMENTS,SAN JOSE,11.7,0,0,0,0,-4,0,0,0
23305,CA,LA POSADA,LOS ANGELES,0,0,0,0,0,0,0,0,0
13302,CA,LA PRADERA APARTMENTS,CALISTOGA,0,0,0,0,0,0,0,0,0
16422,CA,LA PRIMAVERA APARTMENTS,LOS ANGELES,91.4,0,100,0,0,0,0,0,0
28779,CA,LA PROPERTY GROUP LP,LOS ANGELES,93.4,84.2,-4,0,0,0,-4,0,0
1413,CA,LA PROPERTY GROUP LP,LOSANGELES,93.4,84.2,-4,0,0,0,-4,0,0
32148,CA,LA SALLE APARTMENTS,SAN FRANCISCO,99.3,-4,0,0,0,0,-4,0,0
1331,CA,LA VALENTINA,SACRAMENTO,17.5,0,0,0,0,100,0,0,0
32297,CA,LA VILLA PUENTE,LA PUENTE,97.5,100,0,0,0,0,0,0,0
35237,CA,LA VISTA APARTMENTS,CONCORD,94.6,100,0,0,0,0,0,0,0
1249,CA,LABREA GARDENS APARTMENTS,LOS ANGELES,0,0,0,0,0,0,0,0,0
1328,CA,LACHEN TARA APARTMENTS,AVILA BEACH,57.1,0,0,0,0,100,0,0,0
27991,CA,LACY AND RAITT APARTMENTS,SANTA ANA,5.9,0,0,0,0,-4,0,0,0
34564,CA,LADAN APARTMENTS II,SACRAMENTO,6.8,0,0,0,0,-4,0,0,0
15902,CA,LADO DEL RIO APARTMENTS,HOLLISTER,88.1,0,0,0,0,-4,0,0,-4
32402,CA,LAGUNA CANYON APARTMENTS,IRVINE,12.7,0,0,0,0,100,0,0,0
4162,CA,LAGUNA COMMONS,FREMONT,49.2,0,0,0,0,-4,-4,0,0
38824,CA,LAGUNA SENIOR APARTMENTS,LOS ANGELES,46,0,0,0,0,100,0,0,0
29976,CA,LAKE ISABELLA SENIOR APARTMENTS,LAKE ISABELLA,95.7,0,0,0,0,0,0,0,100
36696,CA,LAKE ISABELLA SENIOR II APARTMENTS,LAKE ISABELLA,95,0,0,0,0,0,0,0,100
6818,CA,LAKESIDE APARTMENTS,CONCORD,40.2,0,0,0,0,0,100,0,0
16430,CA,LAKESIDE APARTMENTS,PACIFICA,40.2,0,0,0,0,0,100,0,0
34134,CA,LAKESIDE SENIOR APARTMENTS,OAKLAND,97.8,0,0,0,0,0,100,0,0
12381,CA,LAKESIDE VILLAGE APARTMENTS,SAN LEANDRO,4.3,0,0,0,0,100,0,0,0
5416,CA,LAKEVIEW I,LAKE ELSINORE,87.1,0,0,0,0,0,-4,-4,0
2124,CA,LAKEVIEW II,LAKE ELSINORE,95.2,100,0,0,0,0,0,0,0
5680,CA,LAKEVIEW TERRACE APARTMENTS,CLEARLAKE,35.5,-4,0,0,0,-4,0,0,0
21769,CA,LAKEVIEW TERRACE APARTMENTS,LOS ANGELES,35.5,-4,0,0,0,-4,0,0,0
17310,CA,LAKEVIEW TERRACE APARTMENTS,CLEAR LAKE,35.5,-4,0,0,0,-4,0,0,0
11588,CA,LAKEWOOD TERRACE APTS,MADERA,30.7,0,0,0,0,100,0,0,0
13158,CA,LAMONT FAMILY APARTMENTS,LAMONT,0,0,0,0,0,0,0,0,0
4111,CA,LANCASTER MANOR APARTMENTS AKA PACIFIC VILLAGE,SAN DIEGO,26.6,0,0,0,0,100,0,0,0
34238,CA,LAND PARK WOODS,SACRAMENTO,3.4,0,0,0,0,-4,0,0,0
16527,CA,LANGE DRIVE FAMILY,NEWPORT BEACH,6.8,0,0,0,0,0,-4,0,0
1570,CA,LARCHMONT ARMS APARTMENTS,NORTH HIGHLANDS,15.9,0,0,0,0,-4,0,0,0
4425,CA,LARCHMONT GARDENS APARTMENTS,NORTH HIGHLAND,20,0,0,0,0,-4,-4,0,0
4002,CA,LARCHMONT GARDENS APARTMENTS,NORTH HIGHLANDS,20,0,0,0,0,-4,-4,0,0
22563,CA,LARK ELLEN VILLAGE,WEST COVINA,22.3,0,0,0,0,100,0,0,0
4677,CA,LARKFIELD OAKS,SANTA ROSA,18.2,0,0,0,0,-4,0,0,0
28304,CA,LARKSPUR APTS,RIDGECREST,7.4,0,0,0,0,0,0,0,0
10640,CA,LAS ALTURAS,LOS ANGELES,93.5,-4,0,0,0,0,-4,0,0
22828,CA,LAS BRISAS,LOS ANGELES,13,0,0,0,0,100,0,0,0
11360,CA,LAS BRISAS,EL CENTRO,13,0,0,0,0,100,0,0,0
8812,CA,LAS BRISAS APARTMENTS,LOS ANGELES,32.9,0,0,0,0,64.8,35.2,0,0
11414,CA,LAS BRISAS APARTMENTS,CUDAHY,32.9,0,0,0,0,64.8,35.2,0,0
36344,CA,LAS BRISAS COMMUNITY HOUSING,SIGNAL HILL,2.2,0,0,0,0,0,0,0,-4
32245,CA,LAS BRISAS II,SIGNAL HILL,6.8,0,-4,0,0,-4,0,0,0
27204,CA,LAS CASAS III,COACHELLA,0,0,0,0,0,0,0,0,0
12372,CA,LAS CORTES,OXNARD,97.2,0,0,0,0,-4,82,12.2,0
32198,CA,LAS FLORES APARTMENTS,LOS ANGELES,33.3,0,0,0,0,0,0,0,-4
28043,CA,LAS FLORES COACHELLA,COACHELLA,3.8,0,0,0,0,-4,0,0,0
4115,CA,LAS FLORES VILLAGE,SAN MARCOS,4,-4,0,0,0,0,0,0,0
1774,CA,LAS FLORES VILLAGE,SAN  MARCOS,4,-4,0,0,0,0,0,0,0
27821,CA,LAS JICAMAS APARTMENTS,SOLEDAD,0,0,0,0,0,0,0,0,0
5933,CA,LAS MARGARITAS APARTMENTS,LOS ANGELES,0,0,0,0,0,0,0,0,0
1277,CA,LAS PALMAS APARTMENTS,SAN LEANDRO,23.9,0,0,0,0,100,0,0,0
23784,CA,LAS PALMAS II APARTMENTS,COACHELLA,1.3,0,0,0,0,-4,0,0,0
16315,CA,LAS PALMAS VILLAGE AKA  AVENIDA SERRA,SAN CLEMENTE,5.6,0,0,0,0,-4,0,0,0
35299,CA,LAS PALMERAS,IMPERIAL,90.9,0,0,0,0,0,0,100,0
22564,CA,LAS PALMERAS ESTATES,COACHELLA,0,0,0,0,0,0,0,0,0
36440,CA,LAS PALOMAS HOTEL,LOS ANGELES,86.7,0,69.2,0,0,0,0,0,30.8
35234,CA,LAS SERENAS APARTMENTS,SAN DIEGO,13.1,0,0,0,0,100,0,0,0
17922,CA,LAS SERENAS SENIOR APARTMENTS,SIMI VALLEY,57,0,0,0,0,100,0,0,0
27716,CA,LAS VENTANAS APARTMENTS,SAN JOSE,29.2,0,-4,0,0,97.1,-4,0,0
4680,CA,LAS VENTANAS VILLAGE,ESCONDIDO,1.3,-4,0,0,0,0,0,0,0
20679,CA,LAS VILLAS DE PASEO NUEVO,OXNARD,16.9,0,0,0,0,-4,-4,0,0
12527,CA,LAS VILLAS DE PASEO NUEVO,OXNARDS,16.9,0,0,0,0,-4,-4,0,0
13040,CA,LASSEN APARTMENTS,SAN FRANCISCO,100,-4,-4,0,0,0,77.5,0,0
5679,CA,LAUREL CREST APARTMENTS,LANCASTER,36.6,0,0,0,0,0,100,0,0
17724,CA,LAUREL GARDENS APARTMENTS,FAIRFIELD,72.4,0,0,0,0,0,100,0,0
36550,CA,LAUREL GLEN APARTMENTS,REDDING,46,0,0,0,0,0,100,0,0
1286,CA,LAUREL GROVE FAMILY APARTMENTS,SAN JOSE,97.4,0,0,0,0,75.7,-4,0,-4
16632,CA,LAUREL NORTON INTER GENERATIONAL COMMUNITY APARTME,WEST AHOLLYWOOD,61,0,-4,0,0,0,0,0,-4
29867,CA,LAUREL PARK SENIOR APARTMENTS,SANTEE,31.1,0,0,0,0,100,0,0,0
29665,CA,LAUREL TREE APARTMENTS,CARLSBAD,2.2,0,-4,0,0,0,0,0,0
1572,CA,LAUREL VILLAGE APARTMENTS,EL CAJON,16.2,0,0,0,0,0,0,0,-4
8151,CA,LAUREL VILLAGE LP,PACOIMA,89.9,-4,0,0,0,0,-4,0,0
21105,CA,LAUREOLA OAKS,SAN CARLOS,6.7,0,0,0,0,0,-4,0,0
29971,CA,LAVELL VILLAGE,SANTA ROSA,37.5,0,0,0,0,100,0,0,0
28975,CA,LC GROSSMAN,GOLETA,85.7,100,0,0,0,0,0,0,0
5152,CA,LDK SENIOR APARTMENTS,LOS ANGELES,0,0,0,0,0,0,0,0,0
34834,CA,LE GRAND APARTMENTS,LE GRAND,91.4,0,0,0,0,0,0,-4,-4
16477,CA,LE MIRADOR SENIOR APARTMENTS,SAN JOSE,51.4,0,0,0,0,100,0,0,0
5839,CA,LEEWARD APARTMENTS,LOS ANGELES,85,0,0,0,0,0,0,0,0
36239,CA,LEFFINGWELL MANOR,WHITTIER,100,100,0,0,0,0,0,0,0
29558,CA,LEGACY,THOUSAND PALMS,2.5,0,0,0,0,-4,0,0,0
11850,CA,LEGACY COMMONS FKA FRESNO EDISON APARTMENTS,FRESNO,30.2,0,0,0,0,100,0,0,0
28465,CA,LELAND PARK,ORCUTT,80,100,0,0,0,0,0,0,0
17931,CA,LEMON GROVE APARTMENTS,ORANGE,2.4,0,0,0,0,-4,0,0,0
120,CA,LENZEN GARDENS,SAN JOSE,100,0,0,0,0,0,100,0,0
11747,CA,LENZEN HOUSING,SAN JOSE,19.7,0,0,0,0,0,0,0,0
4832,CA,LEONIDE APARTMENTS,LOS ANGELES,93.9,0,0,0,0,0,0,0,100
29553,CA,LEXINGTON APARTMENTS,SAN JOSE,10.1,0,0,0,0,-4,0,0,0
35400,CA,LEXINGTON APARTMENTS LA PRESERVATION III,MONTEBELLO,84.5,0,0,0,0,0,0,0,0
29920,CA,LEXINGTON APARTMENTS LA PRESERVATION III,MONTBELLO,84.5,0,0,0,0,0,0,0,0
34879,CA,LEXINGTON APARTMENTS LA PRESERVATION III,LOS ANGELES,84.5,0,0,0,0,0,0,0,0
2286,CA,LEXINGTON AVENUE FAMILY APARTMSAKA OAK GROVE AP,SAN JOSE,51.1,0,0,0,0,-4,0,0,-4
7133,CA,LEXINGTON GREEN APARTMENTS,EL CAJON,91.3,-4,0,0,0,0,0,0,-4
16529,CA,LEXINGTON SQUARE BEDFORD SQUARE,CLOVIS,0,0,0,0,0,0,0,0,0
4011,CA,LIBERTY AT ALISO,ALISO VIEJO,15.2,0,0,0,0,100,0,0,0
27306,CA,LIBERTY FAMILY,LINDSAY,9.3,0,0,0,0,-4,0,0,0
8360,CA,LIBERTY VILLAGE APARTMENTS,RICHOND,3.1,0,-4,0,0,-4,0,0,0
1724,CA,LIBERTY VILLAGE APARTMENTS,RICHMOND,3.1,0,-4,0,0,-4,0,0,0
20942,CA,LIFES GARDEN,SUNNYVALE,82.1,92.5,0,0,0,7.5,0,0,0
20841,CA,LIGHT TREE APARTMENTS,EAST PALO ALTO,94.5,100,0,0,0,0,0,0,0
36343,CA,LILLIAN PLACE,SAN DIEGO,34.2,0,0,0,0,-4,-4,0,0
11263,CA,LILLIE MAE JONES,RICHMOND,78.3,0,0,0,0,-4,-4,0,0
18201,CA,LILLY GARDENS APARTMENTS,GILROY,89.2,-4,0,0,0,-4,79.7,0,0
36492,CA,LILLY HILL APARTMENTS,NEEDLES,98,100,0,0,0,0,0,0,0
21627,CA,LINBROOK COURT,ANAHEIM,49.4,-4,0,0,0,-4,0,0,0
22718,CA,LINCOLN ANAHEIM PHASE I,ANAHEIM,83.1,0,0,0,0,-4,84.7,0,-4
13150,CA,LINCOLN ANAHEIM PHASE II,ANAHEIM,78.1,0,0,0,0,-4,-4,0,0
38883,CA,LINCOLN CORNER APARTMENTS,VACAVILLE,21.3,0,0,0,0,0,0,0,100
22461,CA,LINCOLN COURT SENIOR HOUSING,OAKLAND,21,0,0,0,0,100,0,0,0
128,CA,LINCOLN CREEK APARTMENTS,DIXON,28.7,0,-4,0,0,-4,0,0,0
38782,CA,LINCOLN FAMILY APARTMENTS,MECCA,0,0,0,0,0,0,0,0,0
32559,CA,LINCOLN HOTEL,SAN DIEGO,39.4,0,61.5,0,0,0,-4,0,-4
32355,CA,LINCOLN HOTEL,LOS ANGELES,39.4,0,61.5,0,0,0,-4,0,-4
25383,CA,LINCOLN PLAZA,HANFORD,5,0,0,0,0,0,0,0,-4
16536,CA,LINCOLN SENIOR CITIZENS APARTMENTS,LINCOLN,97.1,0,0,0,0,0,0,-4,0
16199,CA,LINCOLN TERRACE APARTMENTS,LINCOLN,16.7,0,0,-4,0,-4,0,0,0
18457,CA,LINDA VISTA SENIOR APARTMENTS,LOS ANGELES,22.7,0,0,0,0,0,0,0,0
29978,CA,LINDEN APARTMENTS,REDDING,48.3,0,0,0,0,100,0,0,0
5255,CA,LINDSAY APARTMENTS   8428,LINDSAY,94.8,-4,0,0,0,0,0,-4,0
4828,CA,LINDSAY FAMILY APARTMENTS,LINDSAY,0,0,0,0,0,0,0,0,0
21617,CA,LINDSAY SENIOR APARTMENTS,LINDSAY,32.9,0,0,0,0,0,0,100,0
33455,CA,LION CREEK CROSSINGS FKA COLISEUM GARDENS PHASE I,OAKLAND,10.5,0,0,0,0,100,0,0,0
27985,CA,LION CREEK CROSSINGS PHASE III,OAKLAND,31.1,0,0,0,0,45.5,54.5,0,0
40701,CA,LION CREEK CROSSINGS PHASE IV,OAKLAND,20.8,0,0,0,0,-4,-4,0,0
39034,CA,LION CREEK CROSSINGS PHASE V,OAKLAND,97.7,-4,0,0,0,-4,97.6,0,0
12432,CA,LION VILLAS APARTMENTS,SAN JOSE,59.9,0,0,0,-4,98.6,-4,0,0
135,CA,LITTLE LAKE VILLAGE APARTMENTS,SANTA FE SPRINGS,39.7,0,0,0,0,100,0,0,0
23257,CA,LIVE OAKS GARDEN,CUDAHY,2.6,0,0,0,0,-4,0,0,0
32357,CA,LOFTS ON LANDIS,CHULA VISTA,6.3,0,0,0,0,-4,0,0,0
36287,CA,LOGAN PARK APARTMENTS,SACRAMENTO,49.1,0,0,0,0,63,0,0,37
10808,CA,LOGAN PLACE,PETALUMA,33.8,0,0,0,0,-4,-4,0,0
20936,CA,LOGANS PLAZA,COMPTON,95,100,0,0,0,0,0,0,0
39089,CA,LOHSE APARTMENTS,MISSING,12.3,0,0,0,0,-4,0,0,-4
23780,CA,LOMA LINDA COMMONS,LOMA LINDA,3.7,0,0,0,0,-4,0,0,0
113,CA,LOMA LINDA TERRACE,LOMA LINDA,12.9,0,0,0,0,-4,0,0,0
23098,CA,LOMA LINDA VETERANS VILLAGE LOMA LINDA VETS,LOMA LINDA,94,0,0,0,0,0,100,0,0
11690,CA,LOMPOC GARDENS,LOMPOC,85.1,100,0,0,0,0,0,0,0
20940,CA,LOMPOC TERRACE APARTMENTS,LOMPOC,87.2,100,0,0,0,0,0,0,0
1252,CA,LONG BEACH AND 21ST APARTMENTS,LONG BEACH,5,0,0,0,0,-4,-4,0,0
4830,CA,LONG BEACH AND ANAHEIM,LONG BEACH,2.7,0,0,0,0,-4,0,0,0
28353,CA,LONG BEACH AND BURNETT APARTMENTS,LONG BEACH,0,0,0,0,0,0,0,0,0
25032,CA,LONG BEACH SENIOR ARTISTS COLONY,LONG BEACH,9.4,0,0,0,0,100,0,0,0
4835,CA,LONGHORN PAVILION AKA SUMMIT RIDGE APTS,PALMDALE,38.8,0,0,0,0,100,0,0,0
23716,CA,LORD TENNYSON APARTMENTS,HAYWARD,15.7,0,0,0,0,0,100,0,0
25233,CA,LORENA HEIGHTS,LOS ANGELES,0,0,0,0,0,0,0,0,0
27103,CA,LORENA TERRACE APARTMENTS,LOS ANGELES,2.1,0,0,0,0,0,-4,0,0
127,CA,LORENZO CREEK APARTMENTS,CASTRO VALLEY,96.3,0,0,0,0,0,100,0,0
39300,CA,LOS ABUELITOS SENIOR APARTMENTS,SALINAS,33.3,0,0,0,0,-4,0,0,0
107,CA,LOS ADOBES DE MARIA II,SANTA MARIA,40,0,0,0,0,0,0,100,0
23834,CA,LOS ADOBES DE MARIA III,SANTA MARIA,76.5,0,0,0,0,0,0,100,0
20830,CA,LOS ALAMOS SENIOR APARTMENTS,LOS ALAMOS,64.3,0,-4,0,0,0,0,0,0
24630,CA,LOS ANGELES CITY LIGHTS,LOS ANGELES,16.1,0,0,0,0,-4,0,0,0
34036,CA,LOS ARBOLES FAMILY APARTMENTS,ORANGE COVE,2.5,0,0,0,0,0,-4,0,0
18407,CA,LOS ARCOS APARTMENTS,POWAY,16.9,0,0,0,0,0,-4,0,0
36489,CA,LOS BANOS APARTMENTS   8429,LOS BANOS,95.5,-4,0,0,0,0,0,-4,0
36602,CA,LOS BANOS FAMILY APARTMENTS AKA PACHECO VILLAGE,LOS BANOS,8.8,0,0,0,0,-4,0,0,0
15897,CA,LOS BANOS II FAMILY APARTMENTS,LOS BANOS,3.8,0,0,0,0,-4,0,0,0
23359,CA,LOS FELIZ APARTMENTS,THOUSAND OAKS,97.1,0,0,0,0,0,100,0,0
4270,CA,LOS FELIZ APARTMENTS PHASE 2,THOUSAND OAKS,100,0,0,0,0,0,100,0,0
39345,CA,LOS GIRASOLES,LOS ANGELES,0,0,0,0,0,0,0,0,0
40694,CA,LOS MEDANOS VILLAGE,PITTSBURG,17.4,0,0,0,0,0,100,0,0
1345,CA,LOS PINOS,SANTA MARIA,60.9,0,0,0,0,100,0,0,0
28143,CA,LOS ROBLES,VISTA,30.4,-4,0,0,0,-4,0,0,0
32457,CA,LOS ROBLES APARTMENTS,UNION CITY,0.8,-4,0,0,0,0,0,0,0
7144,CA,LOS ROBLES TERRACE,PASO ROBLES,92.3,100,0,0,0,0,0,0,0
16355,CA,LOS VECINOS,CHULA VISTA,0,0,0,0,0,0,0,0,0
12940,CA,LOS VIENTOS,SAN DIEGO,4.6,0,0,0,0,-4,0,0,0
40697,CA,LOTUS GARDEN,LOS ANGELES,1.7,0,0,0,0,-4,0,0,0
11159,CA,LOZANO VISTA APTS,MENDOTA,1.3,0,0,0,0,-4,0,0,0
1420,CA,LUCRETIA GARDENS,SAN JOSE,93.8,0,0,0,0,0,100,0,0
24677,CA,LUGO SENIOR APARTMENTS,SAN BERARDINO,5.9,0,0,0,0,-4,0,0,0
39141,CA,LUGO SENIOR APARTMENTS,SAN BERNARDINO,5.9,0,0,0,0,-4,0,0,0
8814,CA,LUIS MORENO SENIORS,CALEXICO,22.8,0,0,0,0,100,0,0,0
20780,CA,LUISA APARTMENTS,LOS ANGELES,29.1,0,0,0,0,100,0,0,0
8862,CA,LUNA AT PACIFIC HIGHLANDS RANCH,SAN DIEGO,0,0,0,0,0,0,0,0,0
12272,CA,LUTHER TOWER,SAN DIEGO,0,0,0,0,0,0,0,0,0
10750,CA,LUTHERAN GARDENS APARTMENTS,COMPTON,100,-4,0,0,0,0,-4,0,0
32611,CA,LYNDON HOTEL,LOS ANGELES,80.4,0,0,0,0,0,0,0,100
34669,CA,LYRIC HOTEL,SAN FRANCISCO,89.7,0,0,0,0,0,100,0,0
6827,CA,MABUHAY COURT APARTMENTS,SAN JOSE,10.9,0,0,0,0,-4,0,0,0
15943,CA,MACARTHUR APARTMENTS,LOS BANOS,95.9,100,0,0,0,0,0,0,0
39133,CA,MACARTHUR APARTMENTS,OAKLAND,28.1,0,0,0,0,0,0,0,-4
11482,CA,MACARTHUR PARK APARTMENTS   PHASE A,LOS ANGELES,3.3,0,0,0,0,-4,0,0,0
29555,CA,MACARTHUR PARK TOWERS,LOS ANGELES,100,100,0,0,0,0,0,0,0
25177,CA,MACKEY TERRACE,NOVATO,95.9,100,0,0,0,0,0,0,0
36286,CA,MADERA APARTMENTS   8430,MADERA,85.1,0,0,0,0,-4,0,-4,0
40084,CA,MADERA FAMILY APARTMENTS,MADERA,17.9,0,0,0,0,-4,0,0,0
23833,CA,MADERA VILLA APTS,MADERA,46.4,0,-4,0,0,-4,0,0,-4
8257,CA,MADERA VISTA APARTMENTS PHASE 3,TEMECULA,34.8,0,0,0,0,-4,0,0,0
11212,CA,MADISON APARTMENTS,OAKLAND,47.4,0,0,0,0,-4,-4,0,0
11845,CA,MADISON PLACE,BAKERSFIELD,1.8,0,0,0,0,0,0,0,-4
36541,CA,MADONNA RESIDENCES,SAN FRANCISCO,22.2,0,0,0,0,0,-4,0,-4
5777,CA,MADONNA ROAD APARTMENTS,SAN LUIS OBISPO,78,53.3,0,0,0,0,46.7,0,0
7089,CA,MADRONE,OAKLAND,84,0,0,0,0,0,0,0,-4
16362,CA,MADRONE VILLAGE,PETALUMA,27.3,0,0,0,0,-4,0,0,0
1424,CA,MAGANDA PARK,DELANO,0,0,0,0,0,0,0,0,0
8865,CA,MAGILL TERRACE,FOWLER,33.9,100,0,0,0,0,0,0,0
27152,CA,MAGNOLIA CITY LIGHTS,LOS ANGELES,24.5,0,0,0,0,100,0,0,0
23670,CA,MAGNOLIA COURT,MANTECA,2,0,0,0,0,-4,0,0,0
23828,CA,MAGNOLIA ON LAKE,LOS ANGELES,8.7,0,0,0,0,-4,0,0,0
13458,CA,MAGNOLIA PARK TOWNHOMESAPARTMENTS,NAPA,7.1,0,0,0,0,-4,0,0,0
39297,CA,MAGNOLIA PLACE,GREENFIELD,41.9,0,0,0,0,-4,0,0,-4
5944,CA,MAIDU VILLAGE PHASE II A CALIFORNIA LP,ROSEVILLE,16.9,0,-4,0,0,-4,0,0,-4
23262,CA,MAIDU VILLAGE PHASE III A CA LP,ROSEVILLE,34.2,0,-4,0,0,-4,0,0,-4
16635,CA,MAIN STREET APARTMENTS,FREMONT,52.4,0,0,0,0,-4,-4,0,0
34394,CA,MAIN STREET PARK I,HALF MOON BAY,8.6,0,0,0,0,0,-4,0,0
16304,CA,MAIN STREET PARK II,HALF MOON BAY,3.7,0,0,0,0,0,-4,0,0
11260,CA,MAIN STREET PLAZA,ALHAMBRA,0,0,0,0,0,0,0,0,0
27817,CA,MALABAR APARTMENTS,GARDEN GROVE,37.9,0,0,0,0,100,0,0,0
23314,CA,MALABAR APARTMENTS,GARDNE GROVE,37.9,0,0,0,0,100,0,0,0
1721,CA,MALAN STREET APARTMENTS,BRAWLEY,12.5,0,0,0,0,-4,0,0,0
23835,CA,MAMMOTH II,MAMMOTH LAKES,0,0,0,0,0,0,0,0,0
12588,CA,MAMMOTH II,MAMMOTH LAES,0,0,0,0,0,0,0,0,0
32400,CA,MANDELA GATEWAY,OAKLAND,43.4,0,0,0,0,0,100,0,0
32568,CA,MANILLA TERRACE,LOS ANGELES,3.4,0,0,0,0,0,-4,0,0
9315,CA,MANITOU VISTAS,LOS ANGELES,0,0,0,0,0,0,0,0,0
12425,CA,MANITOU VISTAS II,LOS ANGELES,0,0,0,0,0,0,0,0,0
22671,CA,MANSI TOWN HOMES,LOS ANGELES,9.5,0,0,0,0,-4,0,0,0
21880,CA,MANZANILLA TERRACE,BRAWLEY,22.9,0,0,0,0,100,0,0,0
29813,CA,MANZANITA FKA CYPRESS COVE APARTMENTS,ESCONDIDO,10.7,0,0,0,0,100,0,0,0
4057,CA,MANZANITA GARDEN APARTMENTS,SAN JACINTO,97.2,0,0,0,0,-4,0,-4,0
6455,CA,MANZANITA HILLS APARTMENTS,ANDERSON,93.3,-4,0,0,0,0,-4,87.8,0
2340,CA,MANZANITA PLACE APARTMENTS,EAST GARRISON,54.3,87,0,0,0,-4,-4,0,0
11792,CA,MANZANITA PLACE APARTMENTS,ROSEVILLE,54.3,87,0,0,0,-4,-4,0,0
10641,CA,MAPLE PARK PHASE 1,LIVE OAK,83.6,0,0,0,0,100,0,0,0
13413,CA,MAPLE PARK PHASE 2,LIVE OAK,94.1,0,0,0,0,100,0,0,0
28831,CA,MAPLE SQUARE APARTMENT HOMES,FREMONT,2.3,0,0,0,0,-4,-4,0,0
25079,CA,MAPLEWOOD,FRESNO,18.2,0,0,0,0,-4,-4,0,0
6980,CA,MAPLEWOOD APARTMENTS,LAKESIDE,9,0,0,0,0,-4,0,0,0
36394,CA,MAR,OAKLAND,34.2,0,0,0,0,-4,0,0,0
13359,CA,MARCH VETERANS VILLAGE,MARCH AIR FORCE BASE,29.4,0,0,0,0,0,0,0,-4
11745,CA,MAREA ALTA,SAN LEANDRO,6.6,0,0,0,0,-4,0,0,0
23362,CA,MARENGO STREET APTS,LOS ANGELES,0,0,0,0,0,0,0,0,0
39393,CA,MARIA ALICIA,SAN FRANCISCO,0,0,0,0,0,0,0,0,0
28252,CA,MARIA MANOR,SAN FRANCISCO,99.2,0,0,0,0,0,0,0,0
29659,CA,MARINA APTS,LOS ANGELES,57.1,0,0,0,0,100,0,0,0
5838,CA,MARINA HEIGHTS APARTMENTS,PITTSBURG,35.5,0,0,0,0,-4,-4,0,0
24500,CA,MARINA MANOR,MARINA,18.4,0,0,0,0,-4,0,0,0
4003,CA,MARINA POINTE APARTMENTS,MARINA DEL YAR,59,0,0,0,0,100,0,0,0
22454,CA,MARINA TOWER ANNEX,VALLEJO,94.7,100,0,0,0,0,0,0,0
11160,CA,MARINA TOWER APARTMENTS,VALLEJO,90.1,-4,0,0,0,0,-4,0,0
17975,CA,MARINA VISTA I,VALLEJO,75.4,-4,0,0,0,0,-4,0,0
25078,CA,MARINA VISTA II,VALLEJO,69.9,-4,0,0,0,-4,88.2,0,0
28307,CA,MARION VILLAS APARTMENTS,KINGSBURG,41.9,0,0,0,0,100,0,0,0
154,CA,MARIPOSA APARTMENTS,MARIPOSA,18.8,0,0,0,0,30.8,0,0,69.2
32293,CA,MARIPOSA APARTMENTS,SAN MARCOS,18.8,0,0,0,0,30.8,0,0,69.2
40749,CA,MARIPOSA APARTMENTS,CARLSBAD,18.8,0,0,0,0,30.8,0,0,69.2
18247,CA,MARIPOSA GARDENS,SAN FRANCISCO,100,100,0,0,0,0,0,0,0
8309,CA,MARIPOSA PLACE APARTMENTS,LOS ANGELES,1.8,0,0,0,0,-4,0,0,0
27094,CA,MARIPOSA TERRACE APTS,MARIPOSA,68.8,0,0,0,0,-4,0,0,-4
5004,CA,MARIPOSA TERRACE II,MARIPOSA,80.6,0,0,0,0,0,0,0,100
11308,CA,MARIPOSA TOWNHOMES,SANTA MARIA,11.4,0,0,0,0,-4,0,0,0
27104,CA,MARISOL APARTMENTS,OCEANSIDE,76.2,0,0,0,0,100,0,0,0
20782,CA,MARKET HEIGHTS APARTMENTS,SAN FRANCISCO,53.3,-4,0,0,0,-4,0,0,0
