ID,STATE,PROPERTYNAME,CITY,HHSIZEATCERT_EQUAL_PCT,HOH_DOB_VALID_PCT,MBRS_DOB_VALID_PCT,UNITS_WATLEAST1_UNDR18_PCT,UNITS_WATLEAST1_ABOVE62_PCT,UNITS_WHOH_ABOVE62_PCT
23863,NC,PARKSIDE COMMONS,EAST FLAT ROCK,-4,100,100,0,72,72
30158,NC,PARKSIDE COMMONS APARTMENTS,GREENVILLE,-4,98,98.1,-4,74.5,71.4
37466,NC,PARKTOWNE TERRACE II,CHARLOTTE,97.5,98.8,98.8,0,90.2,90.2
29162,NC,PARKVIEW APTS,GREENSBORO,86.3,98.2,98.7,37.6,15,13.3
17604,NC,PARKVIEW APTS,MOORESVILLE,86.3,98.2,98.7,37.6,15,13.3
3483,NC,PARKVIEW APTS,HENDERSONVILLE,86.3,98.2,98.7,37.6,15,13.3
29167,NC,PARKVIEW APTS,HUNTERSVILLE,86.3,98.2,98.7,37.6,15,13.3
22092,NC,PARKVIEW MANOR APTS,RALEIGH,94.4,100,100,0,96.7,96.7
29159,NC,PARTNERSHIP VILLAGE,GREENSBORO,100,100,100,0,-4,-4
19372,NC,PARTNERSHIP VILLAGE PHASE II,GREENSBORO,87.5,95.8,99,95.8,0,0
14334,NC,PATRIOTS POINTE AT COLONIAL HILLS,CONCORD,84.2,90.8,94.6,60.5,-4,-4
37840,NC,PEMBROKE SENIOR VILLAGE,PEMBROKE,90,94,94.8,0,72,70
9849,NC,PEMBROKE SQUARE,PEMBROKE,87.5,97.9,99,58.3,-4,-4
33554,NC,PENDER SQUARE I,TARBORO,77.8,94.4,96.8,44.4,20.8,20.8
18322,NC,PENDLETON TOWNHOMES,DURHAM,81.8,56.8,77.2,38.6,-4,-4
19428,NC,PENNINGTON GROVE,GARNER,-4,97.6,97.8,-4,73.5,72.3
2369,NC,PERFECTION PARK SENIOR APTS,BELMONT,-4,100,100,0,96,96
3154,NC,PERRY HILL APARTMENTS,RALEIGH,62.5,97.9,99.1,43.8,-4,-4
12617,NC,PERRY LANE APARTMENTS,ARDEN,96.7,96.7,97.6,52.5,16.7,15.8
34165,NC,PHOENIX PARK,JACKSONVILLE,70.8,85.4,92.9,41.7,-4,-4
3159,NC,PHOENIX PARK II,JACKSONVILLE,66.7,87.5,93.3,33.3,-4,-4
3482,NC,PIEDMONT POINTE,MOORESVILLE,74.3,91.7,97.4,68.1,-4,-4
14383,NC,PILOT VIEW,KING,90,97.5,98.4,27.5,30,30
31682,NC,PINE CHASE,HOPE MILLS,81.3,93.8,97.1,46.9,-4,-4
18637,NC,PINE FOREST APARTMENTS,PLYMOUTH,82.1,94.6,96.3,44.6,-4,-4
26100,NC,PINE GATE APARTMENTS,AHOSKIE,71.4,100,99.1,53.6,23.2,21.4
30945,NC,PINE GROVE,SHARPSBURG,55,87.5,94.6,62.5,-4,-4
23917,NC,PINE HILLS,RALEIGH,85.4,89.6,90,0,83.3,83.3
3433,NC,PINE KNOLL MANOR II,SMITHFIELD,-4,90.6,90.9,0,81.3,78.1
1699,NC,PINE MOUNTAIN TRACE,HUDSON,90,100,100,50,-4,-4
621,NC,PINE RIDGE APTS,NEWLAND,94.6,96.4,96.6,0,69.6,67.9
30995,NC,PINE RIDGE APTS,WALNUT COVE,94.6,96.4,96.6,0,69.6,67.9
20363,NC,PINE RIDGE HOMES,ROCKINGHAM,90,95.7,97.4,30,35.7,35.7
18327,NC,PINE RIDGE I,ROXBORO,75,92.5,95.6,47.5,-4,-4
18328,NC,PINE RIDGE II,ROXBORO,71.9,90.6,94.8,50,-4,-4
24755,NC,PINE RIDGE PLACE,POLKTON,100,100,100,0,81.3,81.3
18477,NC,PINE TERRACE APTS,WADESBORO,87.5,100,100,50,-4,-4
6123,NC,PINE VALLEY APARTMENTS,NEW BERN,83.3,95.8,98.1,50,-4,-4
2426,NC,PINE VALLEY APTS,WINSTONSALEM,80.7,100,100,62.5,-4,-4
9735,NC,PINECREST APARTMENTS,WALKERTOWN,65,95,98,62.5,-4,-4
26476,NC,PINECREST MANOR APTS,CHARLOTTE,54.5,61.4,64.6,0,38.6,38.6
12713,NC,PINEHURST SENIOR APARTMENTS,WEST END,-4,96.4,93.9,0,75,75
18321,NC,PINERIDGE MANOR,HOPE MILLS,95,96.7,96.9,0,85,83.3
21321,NC,PINEY POINTE,HAMLET,87.5,100,100,45.8,-4,-4
35483,NC,PIRATES MOOR TOWNHOMES,KILL DEVIL HILLS,65.9,95.5,96.6,31.8,-4,-4
26096,NC,PITTSBORO VILLAGE II,PITTSBORO,77.5,92.5,95.9,35,-4,-4
3375,NC,POPLAR CROSSING COMMONS,CONCORD,97,100,100,0,86.4,86.4
19376,NC,POWELL SPRING,PITTSBORO,91.7,95.8,95.9,0,93.8,93.8
33507,NC,POYNER SPRING,RALEIGH,92.9,95.2,95.6,0,88.1,88.1
8956,NC,PRAIRIE BUILDING,RALEIGH,-4,100,100,0,0,0
15482,NC,PREISS-STEELE PLACE,DURHAM,74.4,80.5,82.8,0,51.2,50
3325,NC,PROSPERITY CREEK SENIOR APARTMENTS,CHARLOTTE,97,98.2,98.3,-4,94,94
7850,NC,PROVIDENCE PLACE,WINSTONSALEM,73.2,98.2,99.3,69.6,-4,-4
37846,NC,PUNGO VILLAGE,BELHAVEN,81.6,94.7,95.7,-4,60.5,60.5
19429,NC,QUANKEY HILLS APTS,HALIFAX,-4,100,100,0,91.7,91.7
26475,NC,RAEFORD GREEN APTS,RAEFORD,80,95,97.3,45,-4,-4
20263,NC,RAINTREE APTS,ROSE HILL,-4,95.8,98,58.3,-4,-4
20316,NC,RALEIGH GARDENS,RALEIGH,79.8,98.2,99,66.7,10.5,10.5
2378,NC,RANDALL PLACE,GOLDSBORO,87.5,97.5,98.9,42.5,-4,-4
2371,NC,RANDLEMAN SCHOOL COMMONS,RANDLEMAN,-4,100,100,0,96.7,96.7
36721,NC,RANDOLPH HILLS,CHARLOTTE,39.9,95.2,98,82.1,-4,-4
18479,NC,RANKIN KING FARMS APARTMENTS,GREENSBORO,-4,95.5,95.7,0,77.3,75
19325,NC,RANKIN SCHOOL PLACE,GREENSBORO,-4,100,100,0,87.5,87.5
30944,NC,RANKIN TERRACE APARTMENTS,WILMINGTON,71.4,98.7,99.5,67.5,18.2,18.2
21368,NC,RANSOM STREET APTS,BLOWING ROCK,100,100,100,0,-4,-4
19374,NC,RAVENSWOOD APARTMENTS,WILSON,88.9,97.2,96.5,38.9,19.4,16.7
29166,NC,RAVENSWOOD RESERVE,WILSON,-4,98.3,98.5,-4,70,68.3
24757,NC,REIDSVILLE RIDGE APARTMENTS,REIDSVILLE,88.9,90.3,95.1,37.5,18.1,16.7
36671,NC,RENAISSANCE AT ANTIQUITY,CORNELIUS,97.7,98.8,98.9,-4,82.6,82.6
23913,NC,RENAISSANCE COMMONS,ELIZABETH CITY,-4,100,100,0,95.8,95.8
20360,NC,RHS APTS,REIDSVILLE,88.7,90.6,90.6,0,56.6,56.6
19378,NC,RICHARDSON COURT,NASHVILLE,72,100,100,70,22,-4
7902,NC,RICHARDSON HOSPITAL,GREENSBORO,100,100,100,0,59.4,59.4
5968,NC,RIDGE OAK APARTMENTS,COLUMBUS,-4,100,100,-4,-4,-4
12560,NC,RIDGE RUN APTS,ALBEMARLE,79.2,89.6,95.4,52.1,-4,-4
14376,NC,RIDGECREST APTS,BENSON,84.4,96.9,98.2,40.6,-4,-4
14381,NC,RIDGEMONT PLACE APTS,MAYODAN,-4,100,100,0,91.7,91.7
9681,NC,RIDGEWAY APTS,SPRING HOPE,-4,96.9,97.1,0,84.4,84.4
24765,NC,RIDGEWOOD APTS,WAKE FOREST,74,98,99.2,60,-4,-4
19316,NC,RIO DEL MAR,BELHAVEN,45.8,100,100,58.3,-4,-4
37894,NC,RIPLEY STATION,RALEIGH,54.2,97.9,99,47.9,-4,-4
24760,NC,RIVER BEND APTS,FAIR BLUFF,100,100,100,0,-4,-4
12710,NC,RIVER BIRCH APARTMENTS,RALEIGH,81.8,97.7,98.7,62.5,13.1,11.9
1648,NC,RIVER BLUFF APTS,FAIR BLUFF,76.5,94.1,97.4,-4,-4,-4
9007,NC,RIVER GLEN,ARDEN,68.4,94.7,97.3,44.7,-4,-4
29318,NC,RIVER PARK APTS,SYLVA,-4,96.3,96.4,0,81.5,81.5
29733,NC,RIVER POINTE,SHALLOTTE,77.4,90.3,95.2,43.5,-4,-4
33512,NC,RIVER RUN APARTMENTS,CHOCOWINITY,79.2,93.8,97.4,54.2,-4,-4
8379,NC,RIVER TERRACE VILLAGE APTS,LUMBERTON,88,96,96.7,-4,68,68
40367,NC,RIVER TOWNE MANOR,ROANOKE RAPIDS,-4,90,90.2,0,82.5,82.5
601,NC,RIVER VIEW GREEN,ROANOKE RAPIDS,77.3,95.5,97.8,52.3,-4,-4
37410,NC,RIVER WALK APTS,GRIFTON,82.6,100,100,60.9,-4,-4
37845,NC,RIVER'S EDGE AT ELIZABETH CROSSING,ELIZABETH CITY,82.1,98.2,99.1,46.4,-4,-4
19380,NC,RIVER'S RETREAT AT ELIZABETH CROSSING,ELIZABETH CITY,90,95,95.3,-4,82.5,82.5
25991,NC,RIVERMERE APARTMENTS,CHARLOTTE,85.2,92.9,95.5,55.2,-4,-4
1698,NC,RIVERS LANDING,ELIZABETH CITY,78,96,98.2,46,17,16
30997,NC,RIVERSIDE APTS,LINCOLNTON,88.2,97.1,97.2,-4,85.3,85.3
613,NC,RIVERVIEW TOWNES APTS,KINSTON,75,91.7,89.6,-4,-4,-4
17602,NC,RIVERWOOD HAVEN,CLAYTON,93.3,95,95.5,0,78.3,76.7
13086,NC,RO-WELL APARTMENTS,ROCKWELL,86.1,97.2,98.4,-4,30.6,-4
3486,NC,ROANOKE APARTMENTS,WILLIAMSTON,87.9,98.3,99.2,51.7,20.7,20.7
19430,NC,ROBERSONVILLE MANOR,ROBERSONVILLE,-4,91.7,92.3,0,-4,-4
35380,NC,ROBERT R. TAYLOR SENIOR HOMES,WILMINGTON,92.7,97.9,98,-4,86.5,86.5
17292,NC,ROBERT S. JERVAY PLACE,WILMINGTON,51,86,93.5,43,29,28
12712,NC,ROBESON MANOR APTS,FAIRMONT,78.3,91.3,94.7,-4,-4,-4
33503,NC,ROBINS PARK APTS,ROBBINSVILLE,84.4,100,100,0,84.4,84.4
12662,NC,ROCKMOOR APTS,BANNER ELK,-4,100,100,-4,-4,-4
3377,NC,ROCKWOOD AT OLIVER'S CROSSING,WINSTON SALEM,75,92.2,96.3,43.8,25,20.3
37848,NC,ROCKWOOD COTTAGES,DURHAM,100,100,100,0,100,100
35539,NC,ROCKWOOD NORTH,DURHAM,100,100,100,-4,90.5,90.5
20367,NC,RODDEN SQUARE,CHARLOTTE,-4,98,98.1,-4,81.6,80.6
17608,NC,ROLLING HILLS,WINSTONSALEM,72.7,94.5,97.3,74.5,-4,-4
7895,NC,ROLLING MEADOWS,ROCKY MOUNT,75.4,95.4,98.1,65.4,11.5,11.5
9736,NC,ROLLINWOOD MANOR,ROCKY MOUNT,90.6,96.9,97.2,0,84.4,82.8
3152,NC,ROSEDALE II/HOPE HAVEN,CHARLOTTE,84.4,100,100,53.1,-4,-4
21322,NC,ROSEDALE PHASE II,FOREST CITY,100,100,100,0,54.2,54.2
19369,NC,ROSEHILL GARDENS APARTMENTS,FAYETTEVILLE,72,95,98,59,14,14
9734,NC,ROSEHILL WEST APTS,FAYETTEVILLE,80.3,100,100,38.2,26.3,25
24702,NC,ROSEWOOD ESTATES I,BLADENBORO,-4,92.9,93.3,-4,58.9,58.9
3380,NC,ROWAN POINTE,MOCKSVILLE,80,93.3,97.3,51.7,-4,-4
7958,NC,ROWLAND MANOR APTS,ROWLAND,-4,95.8,95.8,0,66.7,66.7
18489,NC,ROYALL MILL APTS,WAKE FOREST,91.1,94.6,97,35.7,-4,-4
3332,NC,RURAL HILL APTS,RURAL HALL,87.5,90.6,90.9,0,87.5,87.5
31733,NC,RUTHERFORD MANOR,FOREST CITY,80.2,93.1,95.6,33.6,16.4,16.4
37898,NC,RUTHERFORD SQUARE,CONNELLY SPRINGS,83.3,100,100,-4,-4,-4
21319,NC,SADIE'S LANDING,LUMBERTON,76.7,96.7,98.3,38.3,20,20
12658,NC,SALEM CREST APARTMENTS,WINSTONSALEM,85.4,91.7,95.7,47.9,9,9
17287,NC,SALEM GARDENS APARTMENTS,WINSTONSALEM,84.6,99.3,97.8,69.1,-4,-4
8339,NC,SALEM WOODS APTS,SALEMBURG,100,100,100,0,79.2,79.2
13849,NC,SAMPSON SQUARE,CLINTON,85,95,95.7,0,70,70
37895,NC,SAND HILL APARTMENTS,DUNN,95,97.5,98.4,-4,-4,-4
38570,NC,SANDHILL MANOR ON COURTLAND,SANFORD,-4,100,100,0,84,84
31781,NC,SANDPIPER SQUARE APTS,AULANDER,-4,100,100,-4,79.2,79.2
12660,NC,SANDY RIDGE APARTMENTS,RAEFORD,75.5,94.7,96.7,23.4,45.7,42.6
13851,NC,SANDY RIDGE APARTMENTS,WENDELL,75.5,94.7,96.7,23.4,45.7,42.6
24753,NC,SANTREE COMMONS,WILLIAMSTON,-4,100,100,87.5,-4,-4
18483,NC,SARDIS TRACE,CHARLOTTE,-4,100,100,-4,88.5,88.5
30950,NC,SAVANNAH PLACE,DURHAM,82.1,96.4,98.4,59.5,13.1,-4
5969,NC,SAW MILL APARTMENTS,WHITEVILLE,77.5,92.5,95.9,35,-4,-4
2430,NC,SCOTLAND ARMS APTS,SCOTLAND NECK,-4,100,100,0,85,85
17346,NC,SCOTT COMMONS,MADISON,100,100,100,-4,62.5,62.5
7851,NC,SCOTTISH GLEN APTS,LAURINBURG,75,95,98.2,90,0,0
40370,NC,SCOTTISH GLEN II APARTMENTS,LAURINBURG,82.5,97.5,99,77.5,-4,-4
12563,NC,SCOTTISH WINDS APTS,LAURINBURG,69.4,94.4,97.6,58.3,33.3,30.6
35426,NC,SEAGER PLACE,GREENSBORO,100,100,100,-4,90.5,90.5
26581,NC,SEDGEBROOK  APTS,CARY,75,100,100,-4,-4,-4
36724,NC,SEDGEWOOD APARTMENTS,WINTON,66.7,100,100,-4,54.2,54.2
7904,NC,SEIGLE POINT APT HOMES,CHARLOTTE,72.1,94.6,97.9,66.2,-4,-4
26627,NC,SENECA WOODS,CHARLOTTE,56,68,86,54,-4,-4
6126,NC,SENIOR VILLAGE,SHELBY,-4,100,100,0,66.7,66.7
37839,NC,SEVEN OAKS OF PENDER,BURGAW,67.5,100,100,87.5,-4,-4
35534,NC,SEVERSVILLE APARTMENTS,CHARLOTTE,76.6,100,100,46.8,-4,-4
12562,NC,SHALLOTTE VILLAS,SHALLOTTE,-4,100,100,0,97.5,97.5
19433,NC,SHAMMAH WINDS APTS,RALEIGH,81.3,100,97.7,-4,-4,-4
31780,NC,SHAMROCK TERRACE APTS,DOBSON,93.8,100,100,-4,46.9,46.9
36723,NC,SHEFFIELD MANOR,SILER CITY,88.9,94.4,94.7,0,80.6,80.6
37509,NC,SHERATON TOWERS,HIGH POINT,-4,100,100,-4,63.9,62.9
6224,NC,SHERWOOD GLEN APARTMENTS,REIDSVILLE,80.4,98.2,98.1,30.4,-4,-4
37516,NC,SHERWOOD PARK APTS,DURHAM,85.9,100,100,31,33.8,33.8
26048,NC,SHERWOOD PLACE,ASHEBORO,-4,100,100,0,80,80
15522,NC,SIENNA,MORGANTON,82.9,96.1,96.5,30.3,30.3,28.9
13861,NC,SIENNA HEIGHTS,YADKINVILLE,83.3,91.7,95.1,45.8,25,22.9
22090,NC,SIERRA GARDENS,HAMLET,90.6,96.9,97,0,71.9,71.9
17439,NC,SILVER SPRING APTS,ZEBULON,90.9,93.9,94.6,0,87.9,87.9
31679,NC,SILVER SPRINGS TERRACE,HICKORY,90,95,97.2,64,11,-4
3436,NC,SKYLAND APTS,LENOIR,76.5,97.1,98.2,38.2,41.2,41.2
31730,NC,SMOKEY MEADOWS,CANTON,80,91.7,95.9,25,21.7,21.7
24705,NC,SNOW HILL GREEN APTS,SNOW HILL,89.6,93.8,95.5,-4,37.5,37.5
37850,NC,SNOW HILL RIDGE,SNOW HILL,87.1,93.5,93.8,0,64.5,64.5
24708,NC,SOCO CREEK VILLAGE,CHEROKEE,78.3,98.3,98.1,55,-4,-4
26093,NC,SOMERSET COURT APTS,WILSON,75,93.8,97.3,43.8,-4,-4
37792,NC,SOUTH OAK CROSSING,CHARLOTTE,89.2,92.2,94.6,42.5,6.6,-4
3383,NC,SOUTHERLAND VILLAGE APARTMENTS,WALLACE,79.2,93.8,97.2,39.6,27.1,27.1
18636,NC,SOUTHGATE APARTMENTS,WINSTONSALEM,71.3,71.3,85,39.8,-4,-4
25939,NC,SOUTHPORT GREEN APARTMENTS,SOUTHPORT,86.4,95.5,97.3,29.5,36.4,31.8
5970,NC,SOUTHSIDE APARTMENTS,LEXINGTON,74.6,92.3,97.4,66.9,13.1,13.1
18478,NC,SOUTHSIDE REVITALIZATION PHASE I,DURHAM,92.6,77.9,85.7,27.4,26.3,26.3
9914,NC,SOUTHSIDE REVITALIZATION PHASE II,DURHAM,-4,77.1,86.2,28.6,-4,-4
31723,NC,SOUTHVIEW GREEN APARTMENTS,HOPE MILLS,79.2,95.8,97.7,50,16.7,15.3
35437,NC,SOUTHVIEW VILLAS,HOPE MILLS,84.4,100,100,45.3,-4,-4
29170,NC,SOUTHWOODS,GREENSBORO,-4,89.8,89.8,0,28.8,28.8
17606,NC,SPARTA SPRINGS,N WILKESBORO,91.7,97.9,98.2,47.9,25,-4
604,NC,SPAULDING WOODS APARTMENTS,MARION,88.6,95.5,97.9,45.5,-4,-4
29009,NC,SPAULDING WOODS II APARTMENTS,MARION,85.3,97.1,96.5,35.3,-4,-4
6124,NC,SPENCER STREET APTS,GREENSBORO,-4,100,100,0,-4,-4
12612,NC,SPRING BRANCH APARTMENTS,WILMINGTON,71,88,94.6,46,14,11
34161,NC,SPRING BROOK MEADOWS,HIGH POINT,-4,100,98,0,100,100
17449,NC,SPRING LAKE GREEN APARTMENTS,SPRING LAKE,79.2,97.9,99,43.8,-4,-4
20318,NC,SPRING VALLEY APARTMENTS,HIGH POINT,70.9,93.7,97.1,51.9,16.5,16.5
9859,NC,SPRINGBROOK APARTMENTS,WILSON,-4,100,100,-4,52.6,50
2374,NC,SPRINGCHASE APARTMENTS,LAURINBURG,83.3,90.5,93.9,42.9,-4,-4
18331,NC,SPRINGCROFT,CHARLOTTE,100,100,100,0,96,96
9851,NC,SPRINGFIELD GARDENS,CHARLOTTE,69.8,90.7,96.1,55.8,14,-4
15421,NC,SPRINGWOOD APARTMENTS,HENDERSON,80,98,99.3,78,-4,-4
12557,NC,SPRINGWOOD APTS,RICHLANDS,83.3,100,100,45.8,-4,-4
12668,NC,SPRUCE HILL,ASHEVILLE,83.9,95.4,97.8,54.6,17.2,17.2
19432,NC,ST ANDREW'S HOMES,CHARLOTTE,94.1,97.1,97.1,0,73.5,73.5
26101,NC,ST PAULS GREEN APTS,SAINT PAULS,87.5,100,100,-4,-4,-4
29738,NC,ST. LEO'S PLACE AT GREAT OAKS,GREENSBORO,-4,95.5,95.6,-4,86.4,86.4
26047,NC,STEELE CREEK SENIORS APARTMENTS,CHARLOTTE,92.5,97.5,97.7,0,97.5,97.5
26099,NC,STERLING MILL LOFTS,FRANKLINTON,-4,95.8,96.1,29.2,11.5,11.5
1652,NC,STERLING OAKS APARTMENTS,SPINDALE,75,94.6,94.1,35.7,28.6,26.8
7949,NC,STERLING TRACE,SALISBURY,87.5,98.8,99.4,47.5,21.3,22.5
31782,NC,STEVENSON AT BRIGHTWALK,CHARLOTTE,90.8,97.7,98.9,73.8,8.5,8.5
20311,NC,STEWART CIRCLE APARTMENTS,DURHAM,85,100,100,-4,-4,-4
20264,NC,STEWART HEIGHTS,DURHAM,82.8,100,100,-4,65.6,65.6
18486,NC,STEWART SQUARE APARTMENTS,DURHAM,87.3,100,100,-4,61.9,60.3
35432,NC,STEWART STREAM APTS,CHARLOTTE,86,94.7,94.9,-4,-4,-4
14325,NC,STOKESBURG MEADOWS,WALNUT COVE,75,96.9,98.6,59.4,-4,-4
12608,NC,STONE CREEK APARTMENTS,EDEN,-4,100,100,0,90,87.5
19427,NC,STONECREEK APTS,MOORESVILLE,81,90,93.3,62,-4,-4
36673,NC,STONEY CREEK APARTMENTS,LAURINBURG,-4,100,100,0,84.1,84.1
15473,NC,STRAWN TOWER II,CHARLOTTE,95.9,96.5,96.6,-4,82.4,82.4
597,NC,SUGAR HILL APARTMENTS,HENDERSONVILLE,95,97.5,97.8,0,92.5,92.5
29163,NC,SUMMER PLACE APTS,WILSON,81.3,95.8,97,58.3,-4,-4
23958,NC,SUMMERCHASE APTS,FUQUAYVARINA,77.8,91.1,95.8,48.9,-4,-4
2423,NC,SUMMERFIELD APARTMENTS,SANFORD,84.6,93.6,96.3,33.3,42.3,41
37896,NC,SUMMERFIELD APTS,CHARLOTTE,79.2,90.6,96.5,58.5,-4,-4
8962,NC,SUMNER RIDGE,GREENSBORO,86.1,95.8,98,52.8,-4,-4
12665,NC,SUNSET CREEK COMMONS,SUNSET BEACH,100,100,100,-4,86.1,86.1
20315,NC,SUNSET PLACE APARTMENTS,ASHEBORO,78.8,96.2,98.2,38.5,32.7,32.7
26474,NC,SUTTON PLACE APTS,WILSON,70.2,97.9,97.1,48.9,-4,-4
17601,NC,SWANZY RIDGE APARTMENTS,ELIZABETHTOWN,72.5,97.5,98.7,40,-4,-4
35536,NC,SWEETWATER APARTMENTS,ROBBINSVILLE,78.1,93.8,94.1,-4,46.9,46.9
1653,NC,SYCAMORE PARK,FAYETTEVILLE,81.5,98.9,99.5,56,15.8,15.8
30998,NC,SYCAMORE RUN,RALEIGH,90.5,100,100,57.1,-4,-4
29736,NC,TABOR LANDING APARTMENTS,TABOR CITY,-4,91.7,94.1,52.1,-4,-4
8331,NC,TALL OAKS,ELIZABETHTOWN,-4,100,100,0,85.7,85.7
24707,NC,TANGLEWOOD APARTMENTS,WARSAW,80,100,100,74,-4,-4
3435,NC,TANNER PLACE,JACKSONVILLE,85.7,100,100,31,-4,-4
20314,NC,TARBORO SQUARE APTS,TARBORO,75,100,100,-4,62.5,58.3
18488,NC,TEAMWORK FOR HOUSING,THOMASVILLE,84.2,94.7,78.3,0,-4,-4
23905,NC,TEN 05 W. TRADE FKA.... SYCAMORE GREEN,CHARLOTTE,92.7,83.5,88.6,16.5,9.1,9.1
15377,NC,TERRACE SPRING,RALEIGH,87.5,100,100,0,79.2,79.2
22097,NC,THE ALEXANDER,CHARLOTTE,77.1,96.9,98.1,42.7,31.3,31.3
12669,NC,THE ARBORS,RALEIGH,78,98,99,54,-4,-4
26094,NC,THE BELVEDERE APTS,GASTONIA,69,82.8,89.8,37.9,-4,-4
9010,NC,THE BLUFFS AT WALNUT CREEK,RALEIGH,91.4,96,98.2,57.6,10.1,9.1
12605,NC,THE BUNGALOWS,DAVIDSON,93.8,100,100,-4,40.6,40.6
31783,NC,THE CARILLON,GREENSBORO,-4,100,100,0,100,100
9906,NC,THE CHARLESTON APARTMENTS,BRYSON CITY,-4,100,100,-4,65.6,65.6
8281,NC,THE COMMONS AT HIGHLAND VILLAGE,CARY,97.1,98.5,98.6,0,92.6,92.6
29010,NC,THE COTTAGES AT TWIN OAKS,ANGIER,81.3,100,100,29.2,35.4,35.4
8005,NC,THE DORCHESTER,PINEVILLE,100,100,100,0,99,99
12613,NC,THE ENCLAVE,WINSTONSALEM,70.6,94.1,97.3,48.5,25,20.6
22088,NC,THE GABLES AT DRUID HILLS,CHARLOTTE,-4,98.4,98.5,0,90.5,90.5
12606,NC,THE GABLES AT DRUID HILLS II,CHARLOTTE,-4,100,98.7,-4,90.3,90.3
26580,NC,THE GRANDE AT GRANITE FALLS,ROLESVILLE,-4,95.9,96.3,0,95.9,95.9
29001,NC,THE GREAT LAURELS OF LAKE JUNALUSKA,WAYNESVILLE,96,99,99,0,90,90
36625,NC,THE GRIFFIN APTS,ASHEVILLE,90,98,98.2,0,48,46
23906,NC,THE GROVE AT CARY PARK,CARY,80,95.8,98.2,60.8,10,-4
35385,NC,THE HAVEN AT MOUNTAIN OAKS,SYLVA,-4,95.8,95.8,0,58.3,58.3
1646,NC,THE HAVENS AT WILLOW OAKS,GREENSBORO,71.7,96.7,98.3,48.3,23.3,23.3
37510,NC,THE HEDGES APARTMENTS,BENSON,78,98,99,50,30,28
605,NC,THE HIGHLANDS,GOLDSBORO,95,96.7,96.8,0,76.7,76.7
8285,NC,THE HIGHLANDS APARTMENTS,FOREST CITY,86.4,88.6,89.2,25,-4,-4
33511,NC,THE HOMESTEAD APARTMENTS,ASHEVILLE,81.3,96.9,98.2,-4,46.9,46.9
33556,NC,THE LANDING AT PARK ROAD,CHARLOTTE,-4,100,100,0,82.6,82.6
31779,NC,THE LANDINGS AT STEELE CREEK,CHARLOTTE,83.3,100,100,58.3,-4,-4
6117,NC,THE LANDINGS AT WINMORE,CARRBORO,75.9,94.8,97.4,37.9,19,19
37464,NC,THE LANDINGS II APTS,GASTONIA,91.5,100,98.4,68.1,-4,-4
5971,NC,THE LARCHMONT,ASHEVILLE,91.7,98.3,98.8,-4,38.3,38.3
30155,NC,THE LOFTS AT NODA MILLS,CHARLOTTE,84,96,97.3,26,-4,-4
23970,NC,THE MAGNOLIAS,RALEIGH,89.5,100,100,0,71.1,71.1
26041,NC,THE MCNEEL,CHARLOTTE,79.2,100,100,43.8,33.3,33.3
8383,NC,THE MEADOWS,GREENSBORO,84.5,98.6,98.6,43.7,26.8,25.4
35485,NC,THE MEADOWS APARTMENTS,SELMA,74.1,98.3,99.1,36.2,44.8,44.8
35433,NC,THE MEADOWS AT BRIER CREEK,RALEIGH,93.8,95.8,96,0,92.7,92.7
35490,NC,THE MULBERRY,CHARLOTTE,-4,98.1,98.3,-4,73.1,71.2
23907,NC,THE OAKS AT BRIER CREEK,RALEIGH,73.6,99.2,98.5,46.5,11.6,10.9
20371,NC,THE OAKS AT CHERRY,CHARLOTTE,88.9,98.8,98.8,51.9,16,13.6
3432,NC,THE OAKS AT SILVER RIDGE,HIGH POINT,80,98,99,40,18,18
3156,NC,THE PARK AT CLINE VILLAGE,CONOVER,100,100,100,0,68.8,68.8
18593,NC,THE PARK AT OAKLAWN,CHARLOTTE,73.6,88.2,94.7,61.2,11.8,11.2
35430,NC,THE PINES,NORLINA,72,100,100,54,-4,-4
20370,NC,THE PINES AT CAROLINA PLACE,PINEVILLE,84.6,100,99.5,51.1,18.6,17.6
24712,NC,THE PINES AT LAKE ROAD,HAVELOCK,63.8,100,100,65.5,-4,-4
17289,NC,THE POINTE AT TAYLOR ESTATES,WILMINGTON,77.1,91.7,93.8,27.1,27.1,27.1
12616,NC,THE RESERVE AT ASHELYN GLEN,ASHEBORO,88.7,100,100,54.9,-4,-4
8333,NC,THE RESIDENCES AT RENAISSANCE,CHARLOTTE,85.1,95.9,98.1,52.7,-4,-4
30006,NC,THE RETREAT AT RENAISSANCE,CHARLOTTE,-4,98.2,98.2,0,97.3,97.3
37892,NC,THE RETREAT AT STATESVILLE,STATESVILLE,95,98.8,99.1,22.5,18.8,17.5
33504,NC,THE TERRACE AT ROCKY KNOLL,GREENSBORO,91.7,97.9,98.3,-4,58.3,58.3
24650,NC,THE TOWNHOMES AT WILLOW OAKS,GREENSBORO,76.4,99.1,99.6,55.5,23.6,23.6
9730,NC,THE VENUE RESIDENTIAL,WILSON,59.6,59.6,60.3,0,36.8,35.1
6119,NC,THE VILLAGE,LOCUST,-4,100,100,43.8,29.2,27.1
30951,NC,THE VILLAGE APARTMENTS,DUNN,85.3,94.1,94.9,-4,76.5,76.5
15478,NC,THE VILLAGE AT STONE CREEK,ASHEBORO,83.9,92.9,97.1,51.8,-4,-4
