ID,STATE,PROPERTYNAME,CITY,HHSIZEATCERT_NOTREPORTED_PCT,HHSIZEATCERT_LT_PCT,HHSIZEATCERT_EQUAL_PCT,HHSIZEATCERT_GT_PCT
18667,CT,ELM HAVEN RENTAL LIMITED PARTNERSHIP II B,NEW HAVEN,0,0,100,0
24831,CT,ELM HAVEN RENTAL LIMITED PARTNERSHIP II C,NEW HAVEN,0,0,100,0
7972,CT,ELMCREST TERRACE,NORWALK,-4,0,-4,0
4319,CT,FAIR HAVEN MUTUAL HOUSING LP,NEW HAVEN,-4,0,-4,0
30127,CT,FAIR STREET APARTMENTS LP,NORWALK,-4,0,-4,0
1379,CT,FAIRFIELD RIDGE,DANBURY,0,0,100,0
12002,CT,FAIRGATE,STAMFORD,0,0,100,0
1838,CT,FAIRHAVEN,NEW HAVEN,0,0,100,0
22934,CT,FARNAM COURTS,NEW HAVEN,-4,0,-4,0
31962,CT,FERRY MUTUAL HOUSING LP,NEW HAVEN,-4,0,-4,0
24040,CT,FERRY STREET LLC DBA WHARFSIDE COMMONS,MIDDLETOWN,-4,0,-4,0
13726,CT,FLORENCE VIRTUE,NEW HAVEN,-4,0,-4,0
23993,CT,FRANKLIN SQUARE MANOR,NEW BRITIAN,-4,0,-4,0
35515,CT,FRIENDSHIP HOUSE,STAMFORD,-4,0,-4,0
12694,CT,FROG HOLLOW HOMES,HARTFORD,0,-4,73.1,-4
31964,CT,GENERAL APARTMENTS,RIDGEFIELD,0,0,100,0
12006,CT,GEORGE STREET MUTUAL HOUSING LP,NEW HAVEN,-4,0,-4,0
20446,CT,GREENFIELD,STAMFORD,-4,0,-4,0
13720,CT,GRISWOLD HILLS OF NEWINGTON,NEWINGTON,-4,0,-4,0
23997,CT,GROVE STREET MUTUAL HOUSING,WINDSOR LOCKS,-4,0,-4,0
18662,CT,GUILFORD INTERFAITH MHLP,GUILFORD,0,0,100,0
10954,CT,HALES COURT HOUSING LLC,WESTPORT,-4,60.3,-4,0
1373,CT,HAMDEN SPECIALTY HOUSING LLC,HAMDEN,-4,0,-4,0
31966,CT,HANOVER TOWERS,MERIDEN,-4,0,-4,0
15587,CT,HARBOR TOWERS,MERIDEN,-4,0,-4,0
1374,CT,HARRISON APARTMENTS,BRIDGEPORT,-4,0,-4,0
29293,CT,HARRISON SQUARE,DANBURY,-4,0,-4,0
7249,CT,HEDGEWOOD APARTMENTS,NORWICH,0,0,100,0
33671,CT,HERBERT T CLARK ASSISTED LIVING,GLASTONBURY,0,0,100,0
10956,CT,HIDDEN BROOK,WESTPORT,0,69.2,30.8,0
18619,CT,HIGHWOOD SQUARE LP,HAMDEN,-4,0,-4,0
15598,CT,HILL ASSOCIATES LP,NEW HAVEN,-4,0,-4,0
31963,CT,HISTORIC TALCOTT MILL LLC,VERNON,-4,0,-4,0
35508,CT,HISTORIC TOWNLEY STREET LP,HARTFORD,-4,0,-4,0
13722,CT,HUBBARD WOODS MHLP,GUILFORD,0,0,100,0
29296,CT,HUDSON PARK PROJECT,HARTFORD,-4,0,-4,0
24787,CT,HUDSON VIEW COMMONS,HARTFORD,-4,0,-4,0
12689,CT,HUNTERS RIDGE ASSOCIATES LP,UNIONVILLE,-4,0,-4,0
23472,CT,HUNTINGTON WOODS APARTMENTS LIMITED PARTNERSHIP,BRISTOL,7.1,0,92.9,0
35509,CT,INDIAN FIELD LIMITED PARTNERSHIP,NEW  MILFORD,0,0,100,0
35092,CT,JEFFERSON HEIGHTS,NEW BRITAIN,0,0,100,0
31022,CT,JORDAN BROOK TERRACE,WATERFORD,0,0,100,0
8462,CT,KELLY ROAD ASSOCIATES LP,SOUTH WINDSOR,-4,0,-4,0
23466,CT,KENSINGTON SQUARE I,NEW HAVEN,-4,0,-4,0
17372,CT,KENSINGTON SQUARE II,NEW HAVEN,-4,0,-4,0
27368,CT,KIMBERLY PLACE,DANBURY,-4,0,-4,0
1377,CT,KINGSWOOD APARTMENTS,WILLIMANTIC,-4,0,-4,0
31021,CT,KIRKHAM MUTUAL HOUSING LP,BRANFORD,-4,0,-4,0
6526,CT,LAUREL COMMONS LIMITED PARTNERSHIP,WINSTED,-4,0,-4,0
15596,CT,LAUREL HILL RESIDENCES LLC,BROOKFIELD,0,0,100,0
15591,CT,LAURELWOOD,BRIDGEPORT,-4,0,-4,0
23990,CT,LAWNHILL TERRACE 1 LIMITED PARTNERSHIP,STAMFORD,0,0,100,0
34456,CT,LAWNHILL TERRACE 2 LIMITED PARTNERSHIP,STAMFORD,-4,0,-4,0
15593,CT,LEDGEWOOD APARTMENTS,JEWETT CITY,0,0,100,0
31026,CT,LIBERTY COMMONS,WATERBURY,-4,0,-4,0
13719,CT,LIBERTY COMMONS,MIDDLETOWN,0,0,100,0
6529,CT,LIBERTY PLACE AFFORDABLE HOUSING LP,CLINTON,-4,0,-4,0
23470,CT,LIBERTY SAFE HAVEN,NEW HAVEN,-4,0,-4,0
225,CT,LOOM  CITY LOFTS,VERNON,-4,0,-4,0
20445,CT,MAPLE HILL APARTMENTS,MERIDEN,-4,0,-4,0
12687,CT,MAPLEWOOD COURT,BRIDGEPORT,-4,0,-4,0
6144,CT,MARSHALL COMMONS LP,STAMFORD,-4,0,-4,0
6531,CT,MARY SHEPPARD HOME SUPPORTIVE HOUSING,MIDDLETOWN,-4,0,-4,0
24791,CT,MD FOX MANOR,HARTFORD,0,0,100,0
35088,CT,MEADOW LANDING I LTD PARTNERSHIP,WEST HAVEN,11,0,89,0
1836,CT,MERIDEN COMMONS I,MERIDEN,-4,0,-4,0
6571,CT,MERIDEN COMMONS II,MERIDEN,0,0,100,0
35516,CT,MIDDLESEX HOUSING LIMITED PARTNERSHIP,MIDDLETOWN,0,0,100,0
23467,CT,MILL APARTMENTS,NEW CANAAN,-4,0,-4,0
35090,CT,MILLPOND LIMITED PARTNERSHIP,BROAD BROOK,11.3,0,88.7,0
31020,CT,MILLPORT PHASE I,NEW CANAAN,0,0,100,0
6528,CT,MILLPORT PHASE II,NEW CANAAN,-4,0,-4,0
17371,CT,MOHICAN HISTORIC PRESERVATION LP,NEW LONDON,-4,0,-4,0
23989,CT,MONTEREY PLACE PHASE 2 RENTAL,NEW HAVEN,0,0,100,0
6520,CT,MONTEREY PLACE PHASE 2 RENTAL   GREGORY ST,NEW HAVEN,0,0,100,0
16578,CT,MSP HOUSING II LLC,HARTFORD,-4,0,-4,0
5055,CT,NEW CHARLES STREET ASSOCIATES LP,MERIDEN,-4,68.4,-4,0
17416,CT,NEW LONDON COMMUNITIES PHASE II LP,NEW LONDON,-4,0,-4,0
23994,CT,NEW PARK WEST APARTMENTS,VERNON,-4,0,-4,0
1375,CT,NORTHEAST HARTFORD AFFORDABLE HOUSING,HARTFORD,-4,0,-4,0
35089,CT,NORTHEND GATEWAY,HARTFORD,-4,0,-4,0
23468,CT,NORTHSIDE TERRACES,TORRINGTON,-4,0,-4,0
35093,CT,OJAKIAN COMMON,SIMSBURY,-4,0,-4,0
5053,CT,OLD FARMS CROSSING ASSOCIATES LP,AVON,-4,0,-4,0
12005,CT,OLD MIDDLETOWN,MIDDLETOWN,-4,0,-4,0
5050,CT,ORCHARD RIDGE ASSOCIATES LP,BERLIN,-4,0,-4,0
13723,CT,PALACE VIEW SENIOR HOUSING,DANBURY,-4,0,-4,0
1837,CT,PALMER SQUARE,STAMFORD,0,0,100,0
33673,CT,PARK 215,STAMFORD,-4,0,-4,0
34455,CT,PARK CITY LIMITED PARTNERSHIP,BRIDGEPORT,0,0,100,0
8463,CT,PARK CITY RESIDENTIAL CARE HOME,BRIDGEPORT,-4,0,-4,0
17005,CT,PARK RIDGE II,NEW HAVEN,-4,0,-4,0
16581,CT,PARK SQUARE WEST,STAMFORD,-4,0,-4,0
13672,CT,PARK TERRACE II MUTUAL HOUSING,HARTFORD,-4,0,-4,0
12692,CT,PARSONAGE COTTAGE SENIOR RESIDENCE,GREENWICH,-4,0,-4,0
36809,CT,PINE TREE HOUSING LP,FAIRFIELD,0,0,100,0
35095,CT,PINNACLE HEIGHTS EXTENSION BRYTANIA SQUARE,NEW BRITAIN,-4,0,-4,0
23991,CT,POST HOUSE,STAMFORD,-4,0,-4,0
13673,CT,PRIMROSE CROSSING,DAYVILLE,-4,0,-4,0
17003,CT,PRIMROSE VILLAGE,DAYVILLE,0,0,100,0
20443,CT,PUTNAM PARK ASSOCIATES,HARTFORD,0,0,100,0
34451,CT,QUINNIPIAC TERRACE III,NEW HAVEN,-4,0,-4,0
6101,CT,REDSTONE GARDEN APARTMENTS,BRISTOL,-4,0,-4,0
12690,CT,RENAISSANCE PLAZA,BRIDGEPORT,-4,0,-4,0
29292,CT,RESIDENCES AT NINTH SQUARE,NEW HAVEN,-4,0,-4,0
22154,CT,RHA LIMITED PARTNERSHIP,RIDGEFIELD,-4,0,-4,0
35514,CT,RIBICOFF 4,NEW HAVEN,0,0,100,0
17418,CT,RIBICOFF 9,NEW HAVEN,0,0,100,0
20444,CT,RICHARD STREET COOPERATIVE LIMITED PARTNERSHIP,NEW HAVEN,-4,0,-4,0
6525,CT,RIPPOWAM PARK,STAMFORD,3.3,0,96.7,0
40394,CT,RIVER COMMONS,NORWALK,0,0,100,0
22160,CT,RIVER MILL VILLAGE  PREVIOUSLY THREE ROWS,NORTH GROSVENORDALE,-4,0,-4,0
29251,CT,RIVER RIDGE APARTMENTS LP,HAMDEN,-4,-4,52.5,0
20442,CT,RIVER RUN APARTMENTS,NEW HAVEN,-4,0,-4,0
36811,CT,RIVERBEND APARTMENTS,BROOKLYN,0,0,100,0
24038,CT,ROCKVIEW TERRACE,NEW HAVEN,-4,0,-4,0
30128,CT,ROUTE 6 HOUSING ASSOCIATES LP,FARMINGTON,-4,0,-4,0
22162,CT,ROUTE 6 WESTWOODS ASSOCIATES LP,FARMINGTON,0,0,100,0
40396,CT,SAGE POND PLACE,BERLIN,-4,0,-4,0
34457,CT,SAINT PAULS LP,BRIDGEPORT,-4,0,-4,0
40392,CT,SAMUELS COURT APARTMENTS,DANBURY,-4,0,-4,0
40395,CT,SANA APARTMENTS   LOW RISE,HARTFORD,-4,0,-4,0
15597,CT,SANA APARTMENTS   LOW RISE,HARFTORD,-4,0,-4,0
34450,CT,SANA APARTMENTS  HIGH RISE,HARTFORD,-4,0,-4,0
13676,CT,SARANOR APARTMENTS,MILFORD,-4,0,-4,0
36855,CT,SASCO CREEK HOUSING ASSOCIATES LP,WESTPORT,-4,53.7,-4,0
35506,CT,SCHOOL HOUSING PARTNERSHIP LP,NEW BRITAIN,-4,0,-4,0
30131,CT,SCHOOLHOUSE APARTMENTS,WATERBURY,-4,0,-4,0
6527,CT,SHELDON WYLLYS APTS,HARTFORD,-4,0,-4,0
22157,CT,SHEPHERD PARK,HARTFORD,-4,0,-4,0
6142,CT,SIGOURNEY MEWS,HARTFORD,-4,0,-4,0
40393,CT,SILVER POND APARTMENTS,WALLINGFORD,-4,0,-4,0
35091,CT,SLEEPING GIANT APARTMENTS,VERNON,0,0,100,0
34453,CT,SOROMUNDI COMMONS,HARTFORD,-4,0,-4,0
27520,CT,SOUNDVIEW LANDING,NORWALK,-4,0,-4,0
6524,CT,SOUTH COMMON LLC,KENT,0,0,100,0
31024,CT,SOUTHFIELD VILLAGE LIMITED PARTNERSHIP,STAMFORD,-4,0,-4,0
18621,CT,SOUTHFIELD VILLAGE LIMITED PARTNERSHIP II,STAMFORD,-4,0,-4,0
17004,CT,SOUTHFIELD VILLAGE LIMITED PARTNERSHIP III,STAMFORD,-4,0,-4,0
36853,CT,SOUTHFORD PARK APARTMENTS,WATERBURY,-4,0,-4,0
24788,CT,SPRINGHAVEN LIMITED PARTNERSHIP,WEST HAVEN,8.2,0,91.8,0
12009,CT,SPRUCE MEADOWS LLC,PAWCATUCK,-4,0,-4,0
4315,CT,SQUIRE VILLAGE,MANCHESTER,-4,0,-4,0
15594,CT,STAMFORD METRO GREEN APARTMENTS LLC,STAMFORD,-4,0,-4,0
8465,CT,STAMFORD METRO GREEN III LLC,STAMFORD,-4,0,-4,0
6521,CT,STAMFORD METRO GREEN RESIDENCES LLC,STAMFORD,0,0,100,0
12693,CT,STEELE BERGER APARTMENTS,NEW HAVEN,-4,0,-4,0
35511,CT,STERLING MARKET LOFTS,BRIDGEPORT,0,29.5,70.5,0
15599,CT,STILLWATER HEIGHTS,STAMFORD,-4,0,-4,0
24041,CT,STONEBRIDGE BERLIN ASSOCIATES LP,BERLIN,0,0,100,0
13674,CT,STONEBRIDGE II BERLIN ASSOCIATES LP,BERLIN,0,0,100,0
12007,CT,STONINGTON ACRES APARTMENTS,HARTFORD,-4,0,-4,0
36852,CT,STRATFIELD APARTMENTS,BRIDGEPORT,-4,0,-4,0
35512,CT,SUMMER BROOK APARTMENTS,SOUTHINGTON,-4,0,-4,0
27518,CT,SUMMIT PARK MUTUAL HOUSING LLC,HARTFORD,-4,0,-4,0
23465,CT,SUMMITWOODS,NORWICH,-4,0,-4,0
12004,CT,SUMMITWOODS II,NORWICH,-4,0,-4,0
12688,CT,SUNSET RIDGE APARTMENTS,NEW HAVEN,7.2,0,92.8,0
17417,CT,SYCAMORE PLACE APARTMENTS,BRIDGEPORT,-4,0,-4,0
35517,CT,TAYLOR STREET LIMITED PARTNERSHIP,STAMFORD,0,0,100,0
4314,CT,TEACHERS VILLAGE,HARTFORD,0,0,100,0
27517,CT,THE ATLANTIC,STAMFORD,0,0,100,0
31961,CT,THE BETTY RUTH AND MILTON B HOLLANDER FOUNDATION CENTER,HARTFORD,22.4,0,77.6,0
36810,CT,THE ELTON HFA LP,WATERBURY,-4,0,-4,0
24039,CT,THE GLEN,WINSTED,-4,-4,72.9,0
27515,CT,THE HEIGHTS AT DARIEN,DARIEN,-4,0,-4,0
17002,CT,THE HOMES AT PRIDE POINT,NEW LONDON,-4,0,-4,0
31023,CT,THE HOMES AT PROGRESS POINT,NEW LONDON,0,0,100,0
27516,CT,THE LOFTS AT PONEMAH MILLS,TAFTVILLE,-4,0,-4,0
35513,CT,THE LOFTS AT PONEMAH MILLS II,TAFTVILLE,0,0,100,0
23995,CT,THE MARVIN,NORWALK,0,0,100,0
35507,CT,THE MILL AT KILLINGLY,DANIELSON,0,0,100,0
6097,CT,THE RETREAT,HARTFORD,-4,0,-4,0
6100,CT,THE WAUREGAN,NORWICH,-4,0,-4,0
13725,CT,TORRINGFORD WEST,TORRINGTON,-4,0,-4,0
6530,CT,TRINITY NEW HAVEN HOUSING II,NEW HAVEN,-4,0,-4,0
30129,CT,TRINITY NEW HAVEN HOUSING LP,NEW HAVEN,-4,0,-4,0
38583,CT,TRINITY PARK,STAMFORD,-4,0,-4,0
23515,CT,UNION SCHOOL MHA LLC,EAST HAVEN,-4,0,-4,0
35510,CT,UNION STREET COOPERATIVE,MANCHESTER,-4,0,-4,0
24790,CT,VESTA BEECHWOOD GARDENS LLC,NEW HAVEN,0,0,100,0
4317,CT,VESTA WINTHROP LLC,NEW LONDON,-4,0,-4,0
23996,CT,VICTORIA GARDENS WARTERFORD LLC,WATERFORD,-4,0,-4,0
6102,CT,VICTORY GARDENS,NEWINGTON,-4,0,-4,0
17414,CT,WASHINGTON PARK REVITALIZATION,BRIDGEPORT,-4,0,-4,0
1835,CT,WATERTOWN CROSSINGS,WATERBURY,-4,-4,96.3,0
23464,CT,WATSON FARM ASSOCIATES LP,SOUTH WINDSOR,-4,0,-4,0
30130,CT,WEBSTER STREET MUTUAL HOUSING,HARTFORD,-4,0,-4,0
18663,CT,WEST VILLAGE,NEW HAVEN,0,0,100,0
22156,CT,WESTLAND PLACE LP,HARTFORD,-4,0,-4,0
18620,CT,WESTWOOD,STAMFORD,-4,0,-4,0
12695,CT,WHALLEY TERRACE,NEW HAVEN,-4,0,-4,0
16579,CT,WHISPERING PINES II ASSOCIATES LP,AVON,-4,0,-4,0
15590,CT,WILLIAM T ROWE,NEW HAVEN,0,0,100,0
1877,CT,WILLOW CREEK PHASE 1,HARTFORD,0,0,100,0
27366,CT,WILLOW CREEK PHASE 2,HARTFORD,0,0,100,0
29295,CT,WILLOW MUTUAL HOUSING LIMITED PARTNERSHIP,WATERBURY,-4,0,-4,0
22158,CT,WILLOWCREST APARTMENTS,MIDDLETOWN,0,0,100,0
27369,CT,WILMOT CROSSING,NEW HAVEN,0,0,100,0
36812,CT,WILTON COMMONS APARTMENTS LP,WILTON,-4,0,-4,0
6523,CT,WOODLAND HILLS APARTMENTS,TORRINGTON,-4,0,-4,0
35094,CT,Y HOUSE,TORRINGTON,-4,0,-4,0
16582,CT,YALE ACRES,MERIDEN,0,0,100,0
13724,CT,YALE STREET COMMONS,BRIDGEPORT,0,0,100,0
6143,CT,YORKSHIRE VILLAGE ASSOCIATES LP,FARMINGTON,-4,0,-4,0
5052,CT,ZBIKOWSKI PARK LIHTC,BRISTOL,-4,-4,93.9,0
24786,CT,ZION STREET MUTUAL HOUSING,HARTFORD,0,0,100,0
17419,DC,1330 7TH STREET APARTMENTS,WASHINGTON,0,0,100,0
38628,DC,1368 EUCLID STREET TENANT L.P.,WASHINGTON,0,0,100,0
36859,DC,2321 4TH ST LLC,WASHINGTON,0,0,100,0
33677,DC,3121 MT. PLEASANT STREET,WASHINGTON,0,0,100,0
35561,DC,3121 MT. PLEASANT STREET,WASHINGTON,0,0,100,0
31070,DC,32 THIRTY-TWO APARTMENTS,WASHINGTON,0,0,-4,-4
30132,DC,3TREE FLATS,WASHINGTON,0,0,-4,-4
1882,DC,400 M STREET,WASHINGTON,100,0,0,0
33676,DC,770 C STREET PHASE 1,WASHINGTON,-4,0,-4,0
6152,DC,770 C STREET PHASE 2,WASHINGTON,-4,0,-4,0
35559,DC,ALABAMA AVENUE AFFORDABLE HOUSING DBA ROUNDTREE RESIDENCES,WASHINGTON,0,0,100,0
30135,DC,ARBOR VIEW,WASHINGTON,100,0,0,0
35140,DC,ARCHER PARK,WASHINGTON,0,0,100,0
1878,DC,ATLANTIC GARDENS,WASHINGTON,0,0,100,0
27522,DC,ATLANTIC TERRACE,WASHINGTON,-4,0,97.3,-4
24833,DC,AZEEZE BATES LIMITED PARTNERSHIP,WASHINGTON,13,67.4,19.6,0
17420,DC,BASS CIRCLE,WASHINGTON,0,0,100,0
15642,DC,BEDFORD FALLS,WASHINGTON,-4,0,-4,0
24838,DC,BELMONT CROSSING,WASHINGTON,0,0,100,0
35146,DC,BENNING HEIGHTS,WASHINGTON,0,0,-4,-4
29299,DC,BENNING ROAD COOPERATIVE,WASHINGTON,0,0,100,0
8471,DC,BOWEN FLATS,WASHINGTON,0,0,100,0
7978,DC,BROOKLAND ARTSPACE LOFTS,WASHINGTON,0,0,-4,-4
16588,DC,BROOKLAND PLACE,WASHINGTON,0,0,100,0
40401,DC,CAPITOL GATEWAY FAMILY,WASHINGTON,0,0,100,0
1490,DC,CAPITOL HILL TOWERS,WASHINGTON,-4,0,98,-4
35098,DC,CAPITOL PARK PLAZA AND TWINS,WASHINGTON,100,0,0,0
18670,DC,CAPPER ACC TOWNHOMES PHASE I,WASHINGTON,100,0,0,0
36904,DC,CAPPER ACC TOWNHOMES PHASE II,WASHINGTON,100,0,0,0
6154,DC,CARVER TERRACE,WASHINGTON,0,0,-4,-4
36858,DC,CEDAR HEIGHTS,WASHINGTON,0,0,100,0
1488,DC,CHABRAJA HOUSE,WASHINGTON,-4,0,-4,0
40446,DC,CHANNING E PHILLIPS HOMES,WASHINGTON,0,0,-4,-4
22206,DC,CHAPIN,WASHINGTON,0,0,100,0
22207,DC,CHAPIN,WASHINGTON,0,0,100,0
40403,DC,CHESAPEAKE STREET APARTMENTS,WASHINGTON,-4,0,-4,0
7979,DC,COLUMBIA HEIGHTS VILLAGE,WASHINGTON,-4,0,96.9,-4
30134,DC,COLUMBIA HEIGHTS VILLAGE - 3036,WASHINGTON,-4,0,96.6,-4
31967,DC,CONGRESS PARK I,WASHINGTON,0,0,-4,-4
31072,DC,CONGRESS PARK II,WASHINGTON,100,0,0,0
23521,DC,CRESCENT PARK VILLAGE,WASHINGTON,0,0,100,0
40448,DC,DAHLGREEN COURTS APARTMENTS,WASHINGTON,0,-4,96.9,-4
15647,DC,DOUGLAS KNOLL COOPERATIVE LP,WASHINGOTN,0,0,100,0
27525,DC,DOUGLAS KNOLL COOPERATIVE LP,WASHINGTON,0,0,100,0
8467,DC,EAST CAPITOL GATEWAY SENIOR,WASHINGTON,0,0,100,0
1880,DC,EASTBROOKE APARTMENTS,WASHINGTON,0,0,-4,-4
15643,DC,EDEN HOUSE,WASHINGTON,0,0,100,0
35145,DC,EDGEWOOD COMMONS 601,WASHINGTON,0,0,100,0
20449,DC,EDGEWOOD COMMONS 611,WASHINGTON,-4,-4,90.6,0
22208,DC,EDGEWOOD COMMONS 635 LP,WASHINGTON,0,0,100,0
23523,DC,EDGEWOOD GARDENS,WASHINGTON,0,0,100,0
33675,DC,EUCLID,WASHINGTON,-4,-4,74,0
6573,DC,FAIRCLIFF PLAZA EAST,WASHINGTON,0,0,100,0
1879,DC,FAIRCLIFF PLAZA WEST,WASHINGTON,0,0,100,0
36860,DC,FAIRLAWN MARSHALL APARTMENTS,WASHINGTON,0,0,100,0
4320,DC,FAIRWAY PARK,WASHINGTON,0,0,100,0
8511,DC,FENDALL HEIGHTS,WASHINGTON,-4,-4,82.8,0
40445,DC,FORT STEVENS - LONGFELLOW,WASHINGTON,0,0,100,0
4323,DC,FORT STEVENS APARTMENTS,WASHINGTON,0,0,100,0
4470,DC,FORT VIEW,WASHINGTON,0,0,100,0
40402,DC,FOUNDRY LOFTS WORKFORCE,WASHINGTON,0,0,100,0
23517,DC,FRIENDSHIP COURT,WASHINGTON,100,0,0,0
15641,DC,GALEN TERRACE,WASHINGTON,100,0,0,0
22164,DC,GARDEN VILLAGE,WASHINGTON,0,0,100,0
24048,DC,GARFIELD HILL APARTMENTS,WASHINGTON,0,0,100,0
23520,DC,GASNER HOUSE,WASHINGTON,-4,0,-4,0
16584,DC,GIRARD STREET RESIDENCES,WASHINGTON,0,0,100,0
22209,DC,GLENN ARMS,WASHINGTON,0,0,100,0
12012,DC,GOLDEN RULE APARTMENTS,WASHINGTON,0,0,100,0
7976,DC,GOLDEN RULE PLAZA,WASHINGTON,0,0,100,0
35564,DC,GRIFFIN HOUSE,WASHINGTON,-4,0,87.5,-4
35558,DC,H AND J WEINBERG HOUSE,WASHINGTON,-4,-4,78.6,-4
7977,DC,HAVEN HOUSE,WASHINGTON,0,0,100,0
23518,DC,HAVEN HOUSE,WASHINGTON,0,0,100,0
10960,DC,HEDIN HOUSE,WASHINGTON,0,0,100,0
24837,DC,HENSON RIDGE I,WASHINGTON,100,0,0,0
36861,DC,HENSON RIDGE II,WASHINGTON,100,0,0,0
20448,DC,HIGHLAND TERRACE APARTMENTS,WASHINGTON,0,0,100,0
12011,DC,HISTORICAL - 1330 SEVENTH ST,WASHINGTON,0,0,100,0
35147,DC,HISTORICAL-BRIGHTWOOD,WASHINGTON,-4,0,-4,0
24047,DC,HISTORICAL-EDGEWOOD COMMONS 611,WASHINGTON,100,0,0,0
36857,DC,HISTORICAL-EDGEWOOD COMMONS 635,WASHINGTON,100,0,0,0
31073,DC,HISTORICAL-EDGEWOOD GARDENS,WASHINGTON,100,0,0,0
18716,DC,HODGE ON 7TH,WASHINGTON,-4,-4,85.6,0
38630,DC,HOMESTEAD APARTMENTS,WASHINGTON,0,0,100,0
7973,DC,HOUSE OF LEBANON SENIOR,WASHINGTON,0,0,100,0
16587,DC,HOWARD HILL,WASHINGTON,0,0,100,0
27521,DC,HUBBARD PLACE APARTMENTS,WASHINGTON,0,0,100,0
233,DC,HUNTINGTON VILLAGE,WASHINGTON,0,0,100,0
24834,DC,HUNTWOOD COURTS,WASHINGTON,15.5,46.9,37.6,0
6193,DC,J. W. KING SENIORS CENTER,WASHINGTON,0,0,100,0
229,DC,JASPER PLACE,WASHINGTON,0,0,100,0
1489,DC,JUNIPER COURTS,WASHINGTON,0,0,100,0
27524,DC,JUSTICE PARK,WASHINGTON,0,0,100,0
7980,DC,KING TOWERS,WASHINGTON,100,0,0,0
18717,DC,KUEHNER HOUSE,WASHINGTON,-4,0,-4,0
18718,DC,LANGSTON LANE APARTMENTS,WASHINGTON,0,0,100,0
18713,DC,LINCOLN WESTMORELAND,WASHINGTON,0,0,100,0
15645,DC,LONGFELLOW ARMS,WASHINGTON,0,0,-4,-4
30133,DC,LOTUS SQUARE,WASHINGTON,0,0,100,0
20447,DC,MADISON COURTS,WASHINGTON,27.3,16.9,55.8,0
18669,DC,MANOR VILLAGE,WASHINGTON,0,0,100,0
13728,DC,MAPLE VIEW FLATS,WASHINGTON,0,0,100,0
7975,DC,MAPLEWOOD COURTS APARTMENTS,WASHINGTON,0,0,100,0
1491,DC,MARIAN RUSSELL,WASHINGTON,0,0,100,0
1881,DC,MARIAN RUSSELL,WASHINGTON,0,0,100,0
38625,DC,MARIANS HOUSE,WASHINGTON,-4,0,-4,0
6150,DC,MARIETTA,WASHINGTON,-4,-4,-4,0
18672,DC,MASS PLACE,WASHINGTON,-4,0,-4,0
10962,DC,MATTHEWS MEMORIAL TERRACE,WASHINGTON,0,0,100,0
6147,DC,MAYFAIR MANSIONS,WASHINGTON,100,0,0,0
22205,DC,MAYFAIR MANSIONS III,WASHINGTON,-4,0,97.8,-4
36903,DC,MEADOWBROOK RUN,WASHINGON,0,0,100,0
18668,DC,MEADOWBROOK RUN,WASHINGTON,0,0,100,0
7974,DC,MERIDIAN MANOR,WASHINGTON,100,0,0,0
4322,DC,METRO VILLAGE,WASHINGTON,0,0,-4,-4
12737,DC,MILESTONE EC2,WASHINGTON,0,0,100,0
6195,DC,MILESTONE EC2,WASHINGTON,0,0,100,0
13729,DC,MILESTONE EC3,WASHINGTON,0,0,100,0
4321,DC,MILESTONE EC4,WASHINGTON,0,0,100,0
22165,DC,MILESTONE EC5,WASHINGTON,0,0,100,0
40404,DC,MONSENOR ROMERO,WASHINGTON,0,0,100,0
6149,DC,MOZART,WASHINGTON,0,50,50,0
27523,DC,NANNIE HELEN AT 4800,WASHINGTON,0,0,100,0
23519,DC,NE 2ND STREET CO-OP,WASHINGTON,47.1,0,52.9,0
16585,DC,NEW BEGINNINGS,WASHINGTON,0,0,100,0
16586,DC,NEW BEGINNINGS,WASHINGTON,0,0,100,0
24832,DC,NEW FAIRMONT I AND II,WASHINGTON,0,0,100,0
35141,DC,NORTH CAPITOL COMMONS,WASHINGTON,0,0,100,0
23516,DC,ORCHARD PARK,WASHINGTON,0,0,100,0
38629,DC,OXFORD MANOR LP,WASHINGTON,-4,0,-4,0
29301,DC,PARK 7 APARTMENTS,WASHINGTON,0,0,100,0
231,DC,PARK VISTA APARTMENTS,WASHINGTON,0,0,100,0
8468,DC,PARKCHESTER APARTMENTS,WASHINGTON,100,0,0,0
10958,DC,PAUL LAURENCE DUNBAR APARTMENTS,WASHINGTON,0,0,100,0
234,DC,PENTACLE APARTMENTS,WASHINGTON,16.9,52.2,30.9,0
24835,DC,PHYLLIS WHEATLEY YWCA,WASHINGTON,0,0,100,0
23524,DC,PINEY BRANCH CO-OP,WASHINGTON,0,0,100,0
18719,DC,PLAZA WEST,WASHINGTON,0,0,100,0
18671,DC,PORTNER PLACE,WASHINGTON,0,0,100,0
35142,DC,R STREET APARTMENTS,WASHINGTON,100,0,0,0
23525,DC,RESIDENCES AT GATEWAY,WASHINGTON,0,0,100,0
8470,DC,RESIDENCES AT GEORGIA AVENUE,WASHINGTON,0,0,100,0
12013,DC,RESIDENCES AT HAYES,WASHINGTON,0,0,100,0
6148,DC,REV G SMITH HOMES,WASHINGTON,-4,-4,94.7,0
13771,DC,REV G SMITH HOMES,WASHINGTON,-4,-4,94.7,0
12736,DC,RITZ APARTMENTS,WASHINGTON,-4,-4,50,0
