ID,STATE,PROPERTYNAME,UNITS_RNTASSTNCE_MSNG_PCT,UNITS_RNTASSTNCE_RPTD_0_PCT,UNITS_RNTASSTNCE_RPTD_GRT0_PCT
10415,AL,MOUNTAIN VIEW APARTMENTS,0,-4,-4
36849,AL,MOUNTAIN VIEW VILLAGE,0,18.3,81.7
33091,AL,MOUNTAINSIDE APARTMENTS,0,55.4,44.6
21680,AL,MUNFORD VILLAGE,0,-4,-4
16934,AL,NARROW LANE VILLAS,0,90.7,9.3
10267,AL,NEW HAVEN APARTMENTS,0,-4,-4
13811,AL,NORTH COURTLAND GARDENS,0,0,100
16991,AL,NORTH POINTE FKA WILLOW SPRINGS,0,60.7,39.3
35033,AL,NORTHGATE PLACE APARTMENTS,0,-4,-4
42,AL,NOTTINGHAM APARTMENTS,0,0,100
1180,AL,OAK HOLLOW APARTMENTS,0,57.9,42.1
35129,AL,OAK MEADOWS APARTMENTS FORMERLY THE OAKS APTS,0,-4,-4
36792,AL,OAK PARK VILLAS,0,-4,-4
22202,AL,OAKLEY COVE F/K/A NANCY SPEARS APARTMENTS F/K/A OAKRIDGE APTS,0,-4,-4
27511,AL,OAKS APARTMENTS,0,31,69
1182,AL,OAKVIEW APARTMENTS,0,60.5,39.5
1186,AL,OAKWOOD VILLA APARTMENTS,0,-4,-4
40539,AL,OLEANDER PARK APARTMENTS,0,-4,-4
16937,AL,OLYMPIA GARDENS,0,77.1,22.9
1867,AL,PALISADES APARTMENTS,0,58.8,41.3
20469,AL,PAMELA MANOR,0,52.5,47.5
10998,AL,PARK MEADOWS APARTMENTS FORMERLY MEADOWVIEW APTS,0,47.5,52.5
18709,AL,PARK PLACE I FKA METROPOLITAN GARDENS,0,74.2,25.8
15636,AL,PARK PLACE II FKA METROPOLITAN GARDENS II,0,78.4,21.6
18707,AL,PARK PLACE PHASE III,0,-4,-4
17509,AL,PARK VILLAGE APARTMENTS,0,57.1,42.9
5558,AL,PARKLANE APARTMENT HOMES,0,49.1,50.9
13763,AL,PARKTOWNE APARTMENTS,0,0,100
15639,AL,PARKVIEW APARTMENTS,0,-4,-4
28609,AL,PARKWAY PLACE APARTMENTS,0,72.4,27.6
15681,AL,PATHWAY APARTMENTS FORMERLY REDWOODS APT.,0,70,30
21675,AL,PATTERSON PLACE,0,71.2,28.8
11055,AL,PEBBLE CREEK APARTMENTS,0,100,0
35028,AL,PECAN COVE APARTMENTS,0,59.3,40.7
22201,AL,PECAN GROVE,0,0,100
23453,AL,PECAN GROVE APARTMENTS,0,-4,-4
33090,AL,PECAN GROVE VILLAS FORMERLY PECAN GROVE APARTMENTS,0,0,100
12153,AL,PECAN RIDGE,0,-4,-4
10422,AL,PELICAN LANDING APARTMENTS,0,-4,-4
12100,AL,PEPPER TREE APARTMENTS,0,-4,-4
13768,AL,PEPPERTREE APARTMENTS,0,-4,-4
15680,AL,PEPPERTREE ESTATES,0,-4,-4
37,AL,"PEPPERTREE, PHASE II",0,-4,-4
33089,AL,PERDUE VILLAGE APARTMENTS,0,76.4,23.6
15688,AL,PERRY RIDGE APARTMENTS,0,-4,-4
33770,AL,PIKE GROVE APARTMENTS,0,63.4,36.6
16982,AL,PINE CONE APARTMENTS,0,-4,-4
4517,AL,PINE OAKS APARTMENT HOMES F/K/A SOUTHLAWN COMMONS,0,80.7,19.3
4563,AL,PINE RIDGE APARTMENTS,0,100,0
15631,AL,PINE VIEW CROSSING,0,100,0
1297,AL,PINE VIEW CROSSING PHASE II,0,100,0
15692,AL,PINEBROOK APARTMENTS,0,20.8,79.2
30222,AL,PINECREST APARTMENTS,0,-4,-4
20477,AL,PINECREST APARTMENTS,0,-4,-4
38667,AL,PINEHURST VILLAS,0,54.8,45.2
24770,AL,PINEWOOD MANOR,0,0,100
38715,AL,PLANTATION GARDEN APARTMENTS,0,100,0
6519,AL,POPLAR POINTE,0,-4,-4
30223,AL,PROVIDENCE PLACE APARTMENTS FKA HUNTINGTON APARTMENTS FKA THE LANDING,0,100,0
35031,AL,QUAIL MEADOWS APARTMENTS,0,100,0
5559,AL,QUAIL RIDGE APARTMENTS,0,-4,-4
40496,AL,QUAIL RUN APARTMENTS,0,78.6,21.4
24774,AL,RAINBOW APARTMENTS,0,-4,-4
5561,AL,RAINTREE,0,-4,-4
18760,AL,RAINTREE APARTMENTS,0,54.2,45.8
24766,AL,RAINTREE ESTATES FORMERLY RAINTREE APARTMENTS,0,100,0
17517,AL,RED OAK RIDGE,0,100,0
15684,AL,REDMONT II APARTMENTS,0,0,100
39,AL,REFORM MANOR APARTMENTS,0,0,100
1920,AL,REGENCY APARTMENTS,0,-4,-4
1923,AL,REGENCY POINTE,0,-4,-4
4512,AL,"REGENCY POINTE, PHASE II",0,77.1,22.9
30177,AL,REGIS SQUARE,0,39.3,60.7
6517,AL,RICHMOND PARK,0,62.5,37.5
13809,AL,RICKWOOD APARTMENTS,0,0,100
33240,AL,RIDGE CHASE APARTMENTS,0,100,0
23505,AL,RIDGE VIEW F/K/A COLUMBIANA VILLAGE,0,-4,-4
20521,AL,RIDGECREST ESTATES,0,-4,-4
33242,AL,RIDGEWOOD APARTMENTS,0,-4,-4
21822,AL,RIVER POINTE APARTMENT FKA CHILDERSBURG APARTMENTS,0,-4,-4
21678,AL,RIVER VALLEY F/K/A DECATUR VILLAGE,0,58.2,41.8
15691,AL,RIVERS EDGE APARTMENTS,0,100,0
28659,AL,RIVERSIDE APARTMENTS,0,0,100
27504,AL,ROBERTSDALE VILLAGE APARTMENTS,0,-4,-4
33243,AL,ROBINWOOD APARTMENTS,0,0,100
12150,AL,ROCHESTER HILLS APARTMENTS,0,78.1,21.9
23553,AL,ROCK POINTE,0,-4,-4
4569,AL,ROGERSVILLE PARK APARTMENTS,0,-4,-4
28656,AL,ROLLING HILLS TERRACE,0,88.2,11.8
10266,AL,ROOSEVELT MANOR APARTMENTS,0,-4,-4
29447,AL,ROSA PARKS PLACE,0,-4,-4
20468,AL,ROSE STREET APARTMENTS,0,-4,-4
1927,AL,ROSEDALE III,0,39.8,60.2
35084,AL,ROSEDALE REDEVELOPMENT I,0,81.8,18.2
45,AL,ROSEDALE REDEVELOPMENT II,0,67.4,32.6
17506,AL,ROSEWOOD,0,-4,-4
4515,AL,ROSEWOOD MANOR APARTMENTS,0,-4,-4
4513,AL,ROSEWOOD PARK APARTMENTS,0,53.8,46.2
15633,AL,ROSIE L. CARPENTER HAVEN FKA PRESTON PLACE APTS,0,-4,-4
5556,AL,ROYAL OAK APARTMENTS,0,65,35
36797,AL,SADDLE RIDGE APARTMENTS,0,-4,-4
22153,AL,SADDLE RIDGE APARTMENTS II,0,72.9,27.1
1181,AL,SADDLEWOOD APARTMENTS,0,-4,-4
16935,AL,SAGEWOOD APARTMENTS,0,0,100
12151,AL,SAN DEE APARTMENTS,0,-4,-4
1868,AL,SANDLEWOOD MANOR,0,-4,-4
4519,AL,SANDPIPER APARTMENTS,0,0,100
30221,AL,SANDY CREEK APARTMENTS,0,-4,-4
10260,AL,SARA'S RIDGE APARTMENTS,0,28.6,71.4
16988,AL,SAVANNAH GARDENS,0,50,50
22197,AL,SAVANNAH PARK,0,-4,-4
40548,AL,SAWGRASS APARTMENTS,0,100,0
23504,AL,SERENE GROVE ELDERLY COMMUNITY APARTMENTS,0,-4,-4
36839,AL,SHADOW LAKE APARTMENTS,0,-4,-4
33766,AL,SHADOWBLUFF APARTMENTS,0,-4,-4
20473,AL,SHADOWOOD APARTMENTS,0,-4,-4
12106,AL,SHADYBROOK APARTMENTS,0,-4,-4
18701,AL,SHELLBROOKE POINTE APARTMENTS,0,-4,-4
5563,AL,SHEPHERD'S COVE,0,76.4,23.6
6343,AL,SHERBURN HOMES F/K/A HUNTER'S POINT,0,-4,-4
24818,AL,SHERWOOD APARTMENTS,0,-4,-4
27508,AL,SHERWOOD KNOLL,0,-4,-4
38673,AL,SHILOH,0,-4,-4
1301,AL,SHOALS MILL APARTMENTS FKA THE SHOALS MILL DEVELOPMENT,0,-4,-4
31990,AL,SHOALS MILL VILLAGE APARTMENTS,0,-4,-4
5565,AL,SKYLINE APARTMENTS,0,-4,-4
11049,AL,SKYVIEW APARTMENTS,0,30.6,69.4
4564,AL,SOLSTICE,0,-4,-4
20525,AL,SOMERVILLE APARTMENTS FKA ROSA GARDENS,0,-4,-4
33714,AL,SOPHIA'S LANDING,0,40.7,59.3
20472,AL,SOUTH BAY APARTMENTS,0,35.7,64.3
5612,AL,SOUTH HILLS,0,66.1,33.9
24778,AL,SOUTH MALL APARTMENTS,0,76.4,23.6
30173,AL,SOUTH PLACE,0,53.1,46.9
6286,AL,SOUTH POINTE DEVELOPMENT,0,63.8,36.2
15682,AL,SOUTHAMPTON VILLAS,0,-4,-4
5557,AL,SOUTHERN RIDGE ESTATES,0,39.3,60.7
22244,AL,SOUTHWIND APARTMENTS,0,-4,-4
4520,AL,SPERRY LANDING,0,65.6,34.4
33771,AL,SPRING BRANCH APARTMENTS,0,58.8,41.2
40589,AL,SPRING CREEK APARTMENTS,0,0,100
27502,AL,SPRING GARDENS APARTMENTS II,0,-4,-4
28654,AL,SPRING GARDENS APARTMENTS II,0,-4,-4
38666,AL,SPRING RUN APARTMENTS,0,-4,-4
6565,AL,SPRINGRIDGE APARTMENTS,0,67.5,32.5
6564,AL,SPRINGVILLE APARTMENTS,0,-4,-4
9416,AL,ST. ALBANS,0,100,0
22246,AL,ST. JUDE APARTMENTS,0,66.7,33.3
36841,AL,STARRISE HAVEN,0,-4,-4
10263,AL,STERLING POINTE F/K/A NOTTINGHAM WOODS,0,59.4,40.6
35075,AL,STONE GATE,0,-4,-4
24768,AL,STONE RIDGE APARTMENTS,0,0,100
24725,AL,STONECREST APARTMENTS,0,52.1,47.9
6514,AL,STONEHURST APARTMENTS,0,45,55
1188,AL,STRATFORD SQUARE,0,-4,-4
24820,AL,SULLIVAN VILLAGE APARTMENTS,0,-4,-4
27457,AL,SUMBRY HILL APARTMENTS FKA STERLING POINTE,0,41.4,58.6
12105,AL,SUMMER CHASE APARTMENTS,0,48.7,51.3
24822,AL,SUMMER PLACE APARTMENTS,0,-4,-4
24821,AL,SUMMERTREE APARTMENTS,0,54.2,45.8
40,AL,SUMMIT RIDGE APARTMENTS,0,-4,-4
40544,AL,SUMMIT TERRACE,0,-4,-4
23457,AL,SUMTER COUNTY APARTMENTS,0,-4,-4
22243,AL,SUNCREST APARTMENTS,0,-4,-4
9422,AL,SUNRISE VILLAGE,0,79.8,20.2
29437,AL,SUNSET ON THE BAYOU,0,13.6,86.4
31985,AL,SUNSET POINT APARTMENTS,0,-4,-4
6295,AL,SUNSET SQUARE APARTMENTS,0,-4,-4
15685,AL,SUNSET SQUARE II,0,-4,-4
28607,AL,SUSANNA RIDGE,0,-4,-4
24777,AL,SYLACAUGA HERITAGE APARTMENTS,0,100,0
33713,AL,TANNER ESTATES,0,42.9,57.1
17507,AL,TERRACE PARK APARTMENTS,0,0,100
13814,AL,THE ARBORS AT ELLINGTON,0,-4,-4
17510,AL,THE COLONY APARTMENTS,0,37.5,62.5
21823,AL,THE ESTATES AT NORTHAMPTON,0,81.3,18.8
36848,AL,THE FLATS AT COLEBRIDGE,0,69.6,30.4
20519,AL,THE GARDENS AT WELLINGTON,0,-4,-4
16986,AL,THE GROVE APARTMENTS,0,-4,-4
31989,AL,THE HEATHERTON APARTMENTS,0,-4,-4
38621,AL,THE KENSLEY APARTMENTS,0,66.3,33.7
12053,AL,THE LANDING,0,-4,-4
15686,AL,THE LODGE AT GREENBRIDGE,0,-4,-4
29487,AL,THE MEADOWS,0,-4,-4
32813,AL,THE MEADOWS APARTMENTS,0,0,100
5513,AL,THE MEADOWS AT CAULDWELL CREEK FKA CAULDWELL CREEK,0,-4,-4
23502,AL,THE OAKS APARTMENTS,0,-4,-4
24723,AL,THE OAKS F/K/A THE PAVILION APARTMENT HOMES F/K/A PARKTOWNE APARTMENTS,0,86.8,13.2
18710,AL,THE PALLADIAN APARTMENTS,0,58.2,41.8
21671,AL,THE PALLADIAN II APARTMENTS,0,46.9,53.1
23458,AL,THE PARK AT REDSTONE FKA WHISPERING HILLS APTS FKA MAYFAIR VILLAGE,0,82.1,17.9
29435,AL,THE PARK AT ROCKY RIDGE FKA THE VIEW AT ROCKY RIDGE,0,46.4,53.6
16989,AL,THE PARK AT SYDNEY DRIVE,0,0,100
48,AL,THE PARK AT WOOD STATION FKA WOOD STATION TOWNHOMES,0,-4,-4
20467,AL,THE PHOENIX BUILDING,0,100,0
16981,AL,THE PINES APARTMENTS,0,-4,-4
12103,AL,THE PINES APARTMENTS II,0,-4,-4
33088,AL,THE PINES AT GROVE HILL,0,74.4,25.6
11053,AL,THE PLAZA AT CENTENNIAL HILL FKA TULANE REVITALIZATION PHASE I,0,53.9,46.1
13813,AL,THE PLAZA AT CENTENNIAL HILL PHASE 2,0,51.2,48.8
24719,AL,THE POINTE APARTMENTS F/K/A MARTINBROOK APARTMENTS,0,50.3,49.7
23506,AL,THE RENAISSANCE,0,-4,-4
20523,AL,THE RESERVE AT SPRING CREEK,0,54.3,45.7
6558,AL,THE SOJOURNER APARTMENTS,0,-4,-4
38663,AL,THE SPRINGS APARTMENTS,0,100,0
36845,AL,THE TIMBERS AT RAYLEIGH,0,-4,-4
24722,AL,THE VERANDA APARTMENTS,0,-4,-4
4566,AL,THE VILLAGE AT BLACKWELL FARM,0,64.6,35.4
1183,AL,THE VILLAGE AT MEADOWVIEW,0,0,100
46,AL,THE VILLAGE AT OLIVER PLACE,0,-4,-4
22250,AL,THE VILLAS AT CLOVERDALE,0,-4,-4
35078,AL,THE WOODS APARTMENTS F/K/A SUMMIT WOODS,0,25.7,74.3
1921,AL,THREADGILL-WEATHERSPOON APTS F/K/A SUMMER WOOD,0,100,0
33768,AL,TIMBER RIDGE APARTMENTS,0,0,100
6559,AL,TIMBER TRAIL,0,78.2,21.8
36,AL,TIMBERLAKE APARTMENTS,0,-4,-4
35029,AL,TIMBERLINE - PINEHURST APARTMENTS,0,32.7,67.3
36795,AL,TIMBERLINE APARTMENTS,0,-4,-4
33715,AL,TURTLE CREEK APARTMENTS FKA PARK PLACE APARTMENTS,0,-4,-4
10417,AL,TUSCALOOSA SOUTH,0,-4,-4
5610,AL,TUXEDO PARK,0,-4,-4
27455,AL,TUXEDO TERRACE PHASE I FKA TUXEDO COURT RENTAL PHASE I,0,100,0
5514,AL,TUXEDO TERRACE PHASE II FKA TUXEDO COURT RENTAL PHASE II,0,100,0
4511,AL,TYLER RIDGE APARTMENTS,0,56.9,43.1
12096,AL,VALLEY COVE APARTMENTS,0,-4,-4
15690,AL,VALLEY MANOR,0,-4,-4
22203,AL,VALLEY VIEW APARTMENTS,0,25,75
1293,AL,VALLEY VIEW APARTMENTS 92004,0,0,100
10416,AL,VALLEY VILLAGE,0,-4,-4
10419,AL,VALOR GROVE,0,-4,-4
36850,AL,VILLAGE AT HIXON POND,0,78.6,21.4
9575,AL,VILLAGE AT MILL CREEK F/K/A THE VILLAGE AT MILLBROOK,0,-4,-4
17508,AL,VILLAGE GREEN APARTMENTS,0,-4,-4
5614,AL,VILLAS OF LAKERIDGE,0,0,100
1918,AL,VIRGINIA DOWNS APARTMENTS,0,75,25
29442,AL,VIRGINIA DOWNS II,0,71.8,28.2
24772,AL,VIRGINIA PINES APARTMENTS,0,81.6,18.4
28651,AL,"VIRGINIA PINES, PHASE II",0,-4,-4
36798,AL,VISTA TERRACE,0,54.2,45.8
17511,AL,WALNUT CREEK APARTMENTS,0,-4,-4
1865,AL,WASHINGTON PLAZA,0,37.5,62.5
9420,AL,WATER OAK APARTMENTS,0,63,37
23510,AL,WATERFORD FARMS APARTMENTS,0,77.1,22.9
27503,AL,WEDOWEE HEIGHTS,0,-4,-4
22249,AL,WELLINGTON TERRACE,0,-4,-4
40547,AL,WESLEY GLEN,0,-4,-4
22198,AL,WESLEY PARK,0,75,25
1917,AL,WEST HILL SQUARE APARTMENTS,0,-4,-4
22196,AL,WEST RIDGE APARTMENTS,0,-4,-4
33763,AL,WESTBROOKE APARTMENTS,0,-4,-4
27505,AL,WESTCHESTER APARTMENTS,0,-4,-4
33241,AL,WESTFORK APARTMENTS,0,47.5,52.5
17512,AL,WESTGATE APARTMENTS,0,-4,-4
33721,AL,WESTGATE APARTMENTS 93078,0,-4,-4
28655,AL,WESTGATE APARTMENTS II,0,100,0
9425,AL,WESTPORT APARTMENTS,0,-4,-4
1185,AL,WESTPORT APARTMENTS II,0,-4,-4
40537,AL,WESTPORT APARTMENTS III,0,-4,-4
47,AL,WESTSIDE APARTMENTS F/K/A STIRLING APARTMENTS,0,-4,-4
27513,AL,WESTVIEW APARTMENTS,0,-4,-4
32035,AL,WHISPERING PINES APARTMENTS,0,0,100
33250,AL,WILLIAMS COURT APARTMENTS,0,75,25
30220,AL,WILLOW BEND APARTMENTS,0,59,41
10258,AL,WILLOW CREEK I & II,0,-4,-4
30174,AL,WILLOW RIDGE ESTATES,0,52.5,47.5
12099,AL,WILLOW TRACE APARTMENTS,0,100,0
15630,AL,WIMBERLY,0,100,0
4523,AL,WINDING CREEK APARTMENTS F/K/A SPRING CREEK APT,0,67.9,32.1
33765,AL,WINDOVER APARTMENTS,0,-4,-4
17462,AL,WINDRUSH APARTMENTS,0,26.1,73.9
1875,AL,WINDSCAPE APARTMENTS,0,62.2,37.8
27509,AL,WINDSOR APARTMENTS,0,-4,-4
23454,AL,WINDSOR APARTMENTS F/K/A RIDGE CREST APTS.,0,100,0
6560,AL,WINDSOR PLACE,0,-4,-4
12107,AL,WINDWOOD APARTMENTS,0,0,100
32812,AL,WOLF RUN APARTMENTS,0,50,50
22200,AL,WOOD SPRINGS APARTMENTS,0,-4,-4
11051,AL,WOOD SPRINGS PLACE,0,67.5,32.5
35032,AL,WOODBRIDGE APARTMENTS,0,100,0
13765,AL,WOODCROFT APARTMENTS,0,-4,-4
9426,AL,WOODGLEN APARTMENTS,0,0,100
43,AL,WOODLAND HILLS APARTMENTS,0,72.5,27.5
38664,AL,WOODLAWN TERRACE FKA WOODLAND TERRACE,0,-4,-4
6563,AL,WOODMERE APARTMENTS,0,34.4,65.6
36840,AL,WOODROW EAST SUBDIVISION I,0,-4,-4
40543,AL,WOODROW EAST SUBDIVISION II,0,100,0
18753,AL,WOODVILLE VILLAGE,0,-4,-4
12051,AL,WYNNCHASE APARTMENTS,0,71.2,28.8
17463,AL,YORKTOWN VILLAGE,0,-4,-4
33774,AL,YW HOUSING,0,-4,-4
12204,AR,ALBERT PIKE APARTMENTS,0,-4,-4
27879,AR,ALCOTT MANOR,0,0,100
15736,AR,ALMA GARDENS APARTMENTS,0,78.6,21.4
12157,AR,ALTHEIMER APARTMENTS,0,-4,-4
15737,AR,ARBOR POINTE APARTMENTS,0,76.1,23.9
13818,AR,ARGENTA SQUARE APARTMENTS,0,64.7,35.3
5620,AR,ARKANSAS RIVER APTS FKA VALLEY HEIGHTS APTS I,0,69.7,30.3
18811,AR,ARRINGTON APARTMENTS,0,54.7,45.3
54,AR,ARRINGTON APARTMENTS II,0,36.7,63.3
20570,AR,ARRINGTON ESTATES OF WEST MEMPHIS,0,100,0
6391,AR,ASBURY PARK,0,0,100
23561,AR,ASHDOWN APARTMENTS,0,-4,-4
9582,AR,AUGUSTA SQUARE APARTMENTS,0,0,100
27514,AR,AUTUMN VILLAGE APARTMENTS,0,-4,-4
32041,AR,AUXORA ARMS APARTMENTS,0,-4,-4
20571,AR,BARTON COURT APARTMENTS,0,61.6,38.4
30275,AR,BARTON COURT PHASE II,0,80.4,19.6
13866,AR,BENTONVILLE II,0,-4,-4
15744,AR,BIG CEDAR APARTMENTS,0,-4,-4
33825,AR,BIRCHTREE ACRES,0,-4,-4
27878,AR,BIRCHWOOD APARTMENTS,0,-4,-4
4621,AR,BLUFFS ON MCCAIN I  FKA RIDGECREST,0,73.7,26.3
6619,AR,BLUFFS ON MCCAIN II FKA NORTH PARK APARTMENTS,0,47.5,52.5
4623,AR,BRAD BLACK RIVER HOUSING,0,0,100
24825,AR,BRIARWOOD APARTMENTS,0,0,100
6397,AR,BRIARWOOD ESTATES AT JONESBORO,0,-4,-4
33826,AR,BRIARWOOD ESTATES AT JONESBORO,0,-4,-4
33251,AR,BROADWAY APARTMENTS,0,0,100
5618,AR,BROADWAY TERRACE,0,-4,-4
29491,AR,BROOKSTONE HEIGHTS,0,-4,-4
30272,AR,BUERKLE SQUARE APARTMENTS,0,-4,-4
9996,AR,BUFFINGTON TOWER,0,0,100
6612,AR,BUHRMAN-PHARR LOFTS,0,100,0
32087,AR,CALICO PINES,0,-4,-4
36891,AR,CALICO TERRACE,0,0,100
27562,AR,CARAWAY COMMONS,0,43.5,56.5
18764,AR,CARROLL HOUSE APARTMENTS,0,0,100
13869,AR,CARROLL HOUSE APARTMENTS,0,0,100
1977,AR,CARROLL HOUSE APARTMENTS,0,0,100
12162,AR,CASCADES AT SPRING STREET,0,51.6,48.4
11106,AR,CEDAR CREST APARTMENTS,0,-4,-4
21832,AR,CEDAR HILL APARTMENTS II,0,40.5,59.5
15745,AR,CEDAR PARK APARTMENTS,0,61.5,38.5
38722,AR,CHAPEL OAKS APARTMENTS,0,0,100
38717,AR,CHAPEL RIDGE OF BETHEL HEIGHTS FKA CR OF SPRI,0,-4,-4
6392,AR,CHAPEL RIDGE OF FORREST CITY,0,55.9,44.1
33819,AR,CHAPEL RIDGE OF LITTLE ROCK II,0,32.1,67.9
27555,AR,CHAPEL RIDGE OF SHERWOOD,0,46.2,53.8
17612,AR,CHAPEL RIDGE OF TEXARKANA II,0,70.2,29.8
11101,AR,CHICOT APARTMENTS,0,-4,-4
6611,AR,CHICOT LAKE APARTMENTS,0,0,100
11105,AR,CLAYTON HEIGHTS,0,-4,-4
11104,AR,CLIFFRIDGE APARTMENTS,0,0,100
9581,AR,COAL HILL MANOR,0,0,100
15740,AR,COLT SENIOR CITIZEN APARTMENTS,0,0,100
1310,AR,COLUMBIA HEIGHTS APARTMENTS,0,-4,-4
36902,AR,COTTAGES AT CONWAY,0,62,38
22298,AR,COTTAGES AT CONWAY PHASE II,0,-4,-4
24827,AR,COTTAGES OF GOOD SHEPHERD I,0,100,0
17040,AR,COTTAGES OF GOOD SHEPHERD II,0,100,0
17567,AR,COTTAGES OF OTTER CREEK,0,-4,-4
13821,AR,COTTER SENIOR CITIZENS APARTMENTS,0,-4,-4
13862,AR,COTTONWOOD APARTMENTS - WALNUT RIDGE,0,0,100
33818,AR,COTTONWOOD HEIGHTS APARTMENTS,0,0,100
1306,AR,COTTONWOOD TOWNHOMES,0,-4,-4
35139,AR,COURTYARD COTTAGES OF BRYANT,0,-4,-4
29493,AR,COURTYARD COTTAGES OF BRYANT II,0,65.4,34.6
29494,AR,COURTYARD COTTAGES OF JACKSONVILLE I,0,-4,-4
32045,AR,COURTYARD COTTAGES OF JACKSONVILLE II,0,75,25
38723,AR,COVE CREEK SENIOR CITIZEN APARTMENTS,0,0,100
4618,AR,CRAIGHEAD PLACE,0,-4,-4
11103,AR,CREEKWOOD PLACE APARTMENTS,0,0,100
17038,AR,CUMBERLAND MANOR,0,38.1,61.9
33406,AR,CURIA CREEK II APARTMENTS,0,-4,-4
6617,AR,CYPRESS GROVE - LAKE VILLAGE,0,67.6,32.4
23560,AR,CYPRESS GROVE - MCGEHEE,0,-4,-4
4620,AR,CYPRESS GROVE - WARREN,0,-4,-4
30229,AR,DEER RUN APARTMENTS - HAMBURG,0,-4,-4
22295,AR,DELTA COVE APARTMENTS,0,-4,-4
12158,AR,DELTA DREAM DEVELOPERS,0,-4,-4
30276,AR,DERMOTT TERRACE FKA DERMOTT VILLAS,0,-4,-4
15741,AR,DOGWOOD COTTAGES ESTATES,0,-4,-4
17561,AR,DONAGHEY COURT APARTMENTS,0,-4,-4
17044,AR,DUMAS SCATTERED SITES,0,-4,-4
36890,AR,EAST OAKWOOD PLACE,0,0,100
17037,AR,EASTSIDE LOFTS PHASE II,0,60.7,39.3
9156,AR,EASTVIEW APARTMENTS,0,-4,-4
6346,AR,EASTVIEW TERRACE APARTMENTS,0,0,100
1312,AR,EASTWOOD APARTMENTS,0,0,100
13863,AR,ELLISTON PLACE FKA ROSS APARTMENTS,0,-4,-4
6345,AR,ELM STREET COMMUNITY,0,-4,-4
9994,AR,EMERALD VILLAGE AT HOPE,0,51.1,48.9
12202,AR,EMERALD VILLAGE AT JONESBORO,0,-4,-4
29488,AR,EUDORA TERRACE FKA EUDORA VILLAS,0,0,100
18761,AR,FAIR OAKS APARTMENTS,0,-4,-4
5617,AR,FAIRFAX CROSSING FKA CHAPELRIDGENOLITTLEROCK,0,64.3,35.7
1307,AR,FOREST COURT APARTMENTS,0,0,100
36900,AR,FORREST RIDGE FKA MOUNT VERNON,0,0,100
40598,AR,FOSTER COLLIER GORDON MANOR,0,-4,-4
13817,AR,FOURCHE VALLEY APARTMENTS,0,-4,-4
6622,AR,FOXFIRE APARTMENTS,0,-4,-4
35133,AR,FULTON SQUARE APARTMENTS,0,-4,-4
36851,AR,GABLES OF MAUMELLE,0,77.9,22.1
9154,AR,GARDEN MANOR APARTMENTS,0,-4,-4
15743,AR,GARDEN WALK FKA INCLINE VILLAGE,0,37.8,62.2
4570,AR,GARDEN WALK OF ALMA FKA ASHWOOD PLACE,0,-4,-4
30277,AR,GARDEN WALK OF BENTONVILLE FKA FAIRFIELD MANO,0,-4,-4
23562,AR,GARDEN WALK OF BOONEVILLE,0,22.9,77.1
23564,AR,GARDEN WALK OF CAMDEN,0,-4,-4
11056,AR,GARDEN WALK OF DECATUR FKA SOUTHGATE,0,-4,-4
17039,AR,GARDEN WALK OF DEWITT,0,-4,-4
28662,AR,GARDEN WALK OF GRAVETTE FKA QUAIL CREEK APTS,0,-4,-4
5622,AR,GARDEN WALK OF OZARK FKA HILLVIEW,0,0,100
55,AR,GARDEN WALK OF WALDRON,0,0,100
23565,AR,GARDEN WALK ON 2ND,0,34.1,65.9
33824,AR,GARDEN WALK ON 41ST STREET FKA MEADOWVIEW,0,-4,-4
32042,AR,GARDEN WALK ON ELFEN GLEN (ASHLEY PARK),0,54.4,45.6
32044,AR,GARDEN WALK ON ELFEN GLEN II/ ASHLEY PARK II,0,51.9,48.1
36894,AR,GARDENS AT WHISPERING KNOLL ASSISTED LIVING,0,100,0
5616,AR,GARLAND TOWER APARTMENTS,0,0,100
40601,AR,GASSVILLE GARDENS APARTMENTS,0,35,65
38724,AR,GLEN ECHO APARTMENTS,0,-4,-4
10426,AR,GRANDVIEW APARTMENTS - FAYETTEVILLE,0,38.2,61.8
1979,AR,GRANDVIEW APARTMENTS - JASPER,0,-4,-4
36898,AR,GRANITE MOUNTAIN SENIOR HOMES,0,59.4,40.6
17034,AR,GREENBRIER GARDENS,0,72.5,27.5
40643,AR,GREENBRIER GARDENS PHASE II,0,-4,-4
17042,AR,HAMPTON COVE,0,0,100
5621,AR,HARMONY PLACE,0,0,100
30273,AR,HELENA HEIGHTS,0,100,0
18810,AR,HELENA SCATTERED SITES I/HELENA HOUSING PARTN,0,-4,-4
17566,AR,HELENA SCATTERED SITES II/HELENA HOUSING PART,0,-4,-4
1302,AR,HERITAGE HEIGHTS COTTAGES,0,-4,-4
33398,AR,HERITAGE HEIGHTS LODGE,0,46.2,53.8
58,AR,HICKORY SQUARE APARTMENTS - STUTTGART,0,0,100
11102,AR,HICKY GARDEN,0,0,100
12205,AR,HILLSIDE APARTMENTS,0,0,100
29495,AR,HILLSIDE APARTMENTS,0,0,100
17570,AR,HILLVIEW VILLAGE APARTMENTS,0,38.1,61.9
64,AR,HOLLY GROVE MANOR II,0,0,100
9155,AR,HOME HARBOR HOT SPRINGS,0,100,0
4575,AR,HOMES AT GRANITE MOUNTAIN,0,77.1,22.9
